query,target,qlen_m,tlen_n,pct_id_v11,pct_id_v12,bits_v11,bits_v12,evalue_v11,evalue_v12,log10_Eratio_v12_over_v11,impliedK_v11,impliedK_v12,pass_v11,pass_v12,flips
n50,n12,269,262,35.3,34.3,137.0,138.0,1.060e-34,1.090e-30,4.01,0.925,1.9e+04,1,1,
n50,n13,269,262,33.9,33.9,137.0,137.0,1.380e-34,1.860e-30,4.13,1.2,1.62e+04,1,1,
n50,n136,269,256,30.5,30.5,30.0,30.0,2.380e-02,3.200e+02,4.13,1.28,1.72e+04,0,0,
n50,n14,269,319,35.3,34.3,137.0,138.0,1.060e-34,1.090e-30,4.01,0.925,1.9e+04,1,1,
n50,n15,269,301,33.7,33.7,135.0,135.0,4.020e-34,5.410e-30,4.13,0.877,1.18e+04,1,1,
n50,n16,269,262,33.6,33.6,139.0,139.0,2.130e-35,2.870e-31,4.13,0.743,1e+04,1,1,
n50,n18,269,298,29.8,29.8,122.0,122.0,4.600e-30,6.190e-26,4.13,1.22,1.65e+04,0,0,
n50,n19,269,307,23.6,32.9,16.0,135.0,3.550e+02,5.410e-30,-31.82,1.16,1.18e+04,0,1,gained_in_v12
n50,n2,269,259,31.7,31.7,119.0,119.0,2.980e-29,4.010e-25,4.13,0.992,1.33e+04,1,1,
n50,n20,269,298,26.2,26.2,104.0,104.0,7.590e-25,1.020e-20,4.13,0.771,1.04e+04,0,0,
n50,n21,269,304,32.5,32.5,138.0,138.0,4.750e-35,6.390e-31,4.13,0.829,1.11e+04,1,1,
n50,n22,269,296,33.6,33.6,132.0,132.0,2.600e-33,3.510e-29,4.13,0.709,9.57e+03,1,1,
n50,n23,269,300,34.0,34.0,134.0,134.0,1.170e-33,1.570e-29,4.13,1.28,1.71e+04,1,1,
n50,n24,269,304,30.7,30.7,113.0,113.0,1.630e-27,2.200e-23,4.13,0.847,1.14e+04,1,1,
n50,n25,269,301,34.9,33.9,136.0,136.0,3.080e-34,3.170e-30,4.01,1.34,1.38e+04,1,1,
n50,n26,269,261,33.3,33.3,134.0,134.0,1.170e-33,1.570e-29,4.13,1.28,1.71e+04,1,1,
n50,n27,269,296,33.6,33.6,132.0,132.0,2.600e-33,3.510e-29,4.13,0.709,9.57e+03,1,1,
n50,n28,269,284,27.8,28.2,96.0,96.0,2.700e-22,3.640e-18,4.13,1.07,1.44e+04,0,0,
n50,n29,269,319,33.5,33.5,134.0,134.0,1.170e-33,1.570e-29,4.13,1.28,1.71e+04,1,1,
n50,n30,269,262,33.7,33.7,135.0,135.0,4.020e-34,5.410e-30,4.13,0.877,1.18e+04,1,1,
n50,n31,269,262,35.3,34.3,137.0,138.0,1.060e-34,1.090e-30,4.01,0.925,1.9e+04,1,1,
n50,n32,269,294,27.8,27.8,99.0,99.0,3.190e-23,4.300e-19,4.13,1.01,1.36e+04,0,0,
n50,n33,269,293,32.1,32.1,134.0,134.0,6.850e-34,9.230e-30,4.13,0.747,1.01e+04,1,1,
n50,n34,269,293,34.8,34.8,134.0,134.0,6.850e-34,9.230e-30,4.13,0.747,1.01e+04,1,1,
n50,n36,269,310,28.6,28.6,110.0,110.0,1.380e-26,1.860e-22,4.13,0.897,1.21e+04,0,0,
n50,n4,269,292,32.6,32.6,127.0,127.0,1.090e-31,1.470e-27,4.13,0.928,1.25e+04,1,1,
n50,n40,269,292,25.9,25.9,84.0,84.0,8.130e-19,1.100e-14,4.13,0.787,1.07e+04,0,0,
n50,n41,269,305,36.8,36.8,146.0,146.0,2.970e-37,4.000e-33,4.13,1.33,1.79e+04,1,1,
n50,n42,269,426,32.4,32.4,132.0,132.0,4.440e-33,5.980e-29,4.13,1.21,1.63e+04,1,1,
n50,n43,269,319,28.8,28.8,103.0,103.0,1.690e-24,2.280e-20,4.13,0.858,1.16e+04,0,0,
n50,n44,269,301,33.7,33.7,135.0,135.0,4.020e-34,5.410e-30,4.13,0.877,1.18e+04,1,1,
n50,n45,269,319,35.3,34.3,137.0,138.0,1.060e-34,1.090e-30,4.01,0.925,1.9e+04,1,1,
n50,n46,269,301,33.7,33.7,135.0,135.0,4.020e-34,5.410e-30,4.13,0.877,1.18e+04,1,1,
n50,n47,269,304,32.5,32.5,138.0,138.0,4.750e-35,6.390e-31,4.13,0.829,1.11e+04,1,1,
n50,n5,269,292,30.9,30.9,114.0,114.0,1.250e-27,1.690e-23,4.13,1.3,1.76e+04,1,1,
n50,n51,269,312,28.7,28.7,112.0,112.0,4.760e-27,6.410e-23,4.13,1.24,1.67e+04,0,0,
n50,n52,269,260,31.1,31.1,124.0,124.0,7.090e-31,9.550e-27,4.13,0.755,1.02e+04,1,1,
n50,n53,269,260,31.8,31.8,129.0,129.0,3.760e-32,5.060e-28,4.13,1.28,1.72e+04,1,1,
n50,n54,269,259,32.1,32.1,122.0,122.0,4.600e-30,6.190e-26,4.13,1.22,1.65e+04,1,1,
n50,n55,269,257,29.7,30.8,101.0,111.0,1.100e-23,1.430e-22,1.11,1.4,1.86e+04,0,1,gained_in_v12
n50,n56,269,257,30.5,31.6,104.0,114.0,7.590e-25,9.880e-24,1.11,0.771,1.03e+04,1,1,
n50,n57,269,257,30.7,30.8,97.0,111.0,1.580e-22,8.370e-23,-0.28,1.25,1.09e+04,1,1,
n50,n58,269,299,30.5,30.5,107.0,107.0,8.970e-26,1.210e-21,4.13,0.729,9.83e+03,1,1,
n50,n59,269,298,32.1,32.1,137.0,137.0,1.380e-34,1.860e-30,4.13,1.2,1.62e+04,1,1,
n50,n6,269,289,29.4,29.4,115.0,115.0,4.300e-28,5.790e-24,4.13,0.894,1.2e+04,0,0,
n50,n60,269,316,32.1,32.1,126.0,126.0,2.440e-31,3.280e-27,4.13,1.04,1.4e+04,1,1,
n50,n61,269,307,31.7,31.7,134.0,134.0,6.850e-34,9.230e-30,4.13,0.747,1.01e+04,1,1,
n50,n62,269,263,34.7,34.7,134.0,134.0,8.950e-34,1.210e-29,4.13,0.976,1.32e+04,1,1,
n50,n63,269,282,26.3,26.3,83.0,83.0,2.370e-18,3.190e-14,4.13,1.15,1.54e+04,0,0,
n50,n64,269,257,31.5,31.5,119.0,119.0,2.280e-29,3.070e-25,4.13,0.759,1.02e+04,1,1,
n50,n66,269,302,31.7,31.6,132.0,138.0,2.600e-33,1.090e-30,2.62,0.709,1.9e+04,1,1,
n50,n67,269,366,33.2,33.2,138.0,138.0,8.100e-35,1.090e-30,4.13,1.41,1.9e+04,1,1,
n50,n68,269,302,31.8,31.8,136.0,136.0,3.080e-34,4.140e-30,4.13,1.34,1.81e+04,1,1,
n50,n69,269,279,32.3,32.3,127.0,127.0,1.430e-31,1.920e-27,4.13,1.22,1.64e+04,1,1,
n50,n7,269,302,32.7,32.7,144.0,144.0,6.620e-37,8.920e-33,4.13,0.739,9.96e+03,1,1,
n50,n70,269,292,32.9,32.9,133.0,133.0,1.530e-33,2.060e-29,4.13,0.834,1.12e+04,1,1,
n50,n71,269,297,29.8,29.8,129.0,129.0,3.760e-32,5.060e-28,4.13,1.28,1.72e+04,0,0,
n50,n72,269,311,29.4,29.4,104.0,104.0,9.920e-25,1.340e-20,4.13,1.01,1.36e+04,0,0,
n50,n73,269,302,26.1,26.1,103.0,103.0,1.690e-24,2.280e-20,4.13,0.858,1.16e+04,0,0,
n50,n74,269,284,32.1,32.1,125.0,125.0,4.160e-31,5.600e-27,4.13,0.886,1.19e+04,1,1,
n50,n75,269,279,32.9,32.9,127.0,127.0,1.090e-31,1.470e-27,4.13,0.928,1.25e+04,1,1,
n50,n76,269,304,32.7,32.7,143.0,143.0,2.520e-36,3.390e-32,4.13,1.41,1.89e+04,1,1,
n50,n77,269,304,32.7,32.7,143.0,143.0,1.480e-36,1.990e-32,4.13,0.826,1.11e+04,1,1,
n50,n78,269,293,33.1,33.1,122.0,122.0,4.600e-30,6.190e-26,4.13,1.22,1.65e+04,1,1,
n50,n79,269,283,85.4,85.4,489.0,489.0,1.430e-140,1.930e-136,4.13,1.14,1.54e+04,1,1,
n50,n8,269,262,33.7,33.7,136.0,136.0,3.080e-34,4.140e-30,4.13,1.34,1.81e+04,1,1,
n50,n80,269,301,33.9,33.9,137.0,137.0,1.380e-34,1.860e-30,4.13,1.2,1.62e+04,1,1,
n50,n81,269,310,29.3,30.5,121.0,125.0,1.020e-29,5.600e-27,2.74,1.36,1.19e+04,0,1,gained_in_v12
n50,n82,269,364,30.2,30.2,127.0,127.0,1.090e-31,1.470e-27,4.13,0.928,1.25e+04,1,1,
n50,n83,269,434,30.8,30.8,108.0,108.0,5.260e-26,7.080e-22,4.13,0.855,1.15e+04,1,1,
n50,n86,269,273,31.4,31.7,128.0,132.0,4.910e-32,5.980e-29,3.09,0.836,1.63e+04,1,1,
n50,n87,269,286,30.1,30.1,111.0,111.0,8.110e-27,1.090e-22,4.13,1.05,1.42e+04,1,1,
n50,n88,269,282,32.1,32.1,116.0,116.0,3.290e-28,4.440e-24,4.13,1.37,1.85e+04,1,1,
n50,n89,269,308,34.9,34.9,139.0,139.0,2.780e-35,3.750e-31,4.13,0.97,1.31e+04,1,1,
n50,n9,269,315,32.6,32.6,129.0,129.0,2.200e-32,2.970e-28,4.13,0.75,1.01e+04,1,1,
n50,n90,269,258,24.7,24.7,47.0,47.0,1.440e-07,1.940e-03,4.13,1.01,1.37e+04,0,0,
n51,n1,312,290,53.0,53.0,272.0,272.0,2.440e-75,3.290e-71,4.13,0.799,1.08e+04,1,1,
n51,n10,312,262,52.6,52.6,263.0,263.0,1.480e-72,2.000e-68,4.13,0.947,1.28e+04,1,1,
n51,n11,312,262,53.0,53.0,267.0,267.0,1.030e-73,1.380e-69,4.13,1.05,1.41e+04,1,1,
n51,n12,312,262,51.9,51.9,265.0,265.0,5.090e-73,6.860e-69,4.13,1.3,1.76e+04,1,1,
n51,n13,312,262,51.9,51.9,260.0,260.0,1.640e-71,2.210e-67,4.13,1.31,1.77e+04,1,1,
n51,n14,312,319,47.9,47.9,267.0,267.0,7.860e-74,1.060e-69,4.13,0.805,1.09e+04,1,1,
n51,n15,312,301,50.2,50.2,268.0,268.0,4.610e-74,6.200e-70,4.13,0.944,1.27e+04,1,1,
n51,n16,312,262,48.3,48.3,250.0,250.0,1.700e-68,2.280e-64,4.13,1.33,1.78e+04,1,1,
n51,n18,312,298,55.4,55.4,303.0,303.0,1.690e-84,2.270e-80,4.13,1.19,1.6e+04,1,1,
n51,n19,312,307,56.0,56.0,349.0,351.0,1.570e-98,7.280e-95,3.67,0.777,1.44e+04,1,1,
n51,n2,312,259,47.6,47.6,249.0,249.0,2.210e-68,2.980e-64,4.13,0.863,1.16e+04,1,1,
n51,n20,312,298,62.0,62.0,381.0,381.0,6.370e-108,8.580e-104,4.13,1.35,1.82e+04,1,1,
n51,n21,312,304,52.8,52.8,276.0,276.0,2.210e-76,2.970e-72,4.13,1.16,1.56e+04,1,1,
n51,n22,312,296,50.5,50.5,264.0,264.0,6.650e-73,8.960e-69,4.13,0.851,1.15e+04,1,1,
n51,n23,312,300,49.1,49.1,255.0,255.0,3.090e-70,4.160e-66,4.13,0.772,1.04e+04,1,1,
n51,n24,312,304,48.7,48.7,250.0,250.0,1.300e-68,1.750e-64,4.13,1.02,1.37e+04,1,1,
n51,n25,312,301,47.5,47.5,266.0,266.0,2.290e-73,3.080e-69,4.13,1.17,1.58e+04,1,1,
n51,n26,312,261,52.6,52.6,265.0,265.0,5.090e-73,6.860e-69,4.13,1.3,1.76e+04,1,1,
n51,n27,312,296,50.5,50.5,264.0,264.0,6.650e-73,8.960e-69,4.13,0.851,1.15e+04,1,1,
n51,n28,312,284,42.4,42.4,210.0,210.0,1.940e-56,2.620e-52,4.13,1.38,1.86e+04,1,1,
n51,n29,312,319,49.5,49.5,265.0,265.0,3.900e-73,5.250e-69,4.13,0.998,1.34e+04,1,1,
n51,n3,312,380,25.2,25.2,34.0,34.0,1.120e-03,1.510e+01,4.13,0.831,1.12e+04,0,0,
n51,n30,312,262,53.0,53.0,267.0,267.0,1.030e-73,1.380e-69,4.13,1.05,1.41e+04,1,1,
n51,n31,312,262,51.9,51.9,265.0,265.0,5.090e-73,6.860e-69,4.13,1.3,1.76e+04,1,1,
n51,n32,312,294,45.9,44.6,231.0,233.0,4.780e-63,2.890e-59,3.78,0.712,1.72e+04,1,1,
n51,n33,312,293,46.1,46.1,243.0,243.0,1.210e-66,1.640e-62,4.13,0.738,1e+04,1,1,
n51,n34,312,293,46.8,46.8,240.0,239.0,1.750e-65,4.030e-61,4.36,1.33,1.54e+04,1,1,
n51,n35,312,456,25.2,25.2,33.0,33.0,1.910e-03,2.570e+01,4.13,0.708,9.53e+03,0,0,
n51,n36,312,310,60.1,60.6,376.0,379.0,1.200e-106,2.500e-103,3.32,0.797,1.33e+04,1,1,
n51,n37,312,263,29.3,29.3,37.0,37.0,2.260e-04,3.040e+00,4.13,1.34,1.8e+04,0,0,
n51,n38,312,495,24.7,24.7,59.0,59.0,3.250e-11,4.380e-07,4.13,0.809,1.09e+04,0,0,
n51,n4,312,292,52.8,52.8,287.0,287.0,7.340e-80,9.880e-76,4.13,0.788,1.06e+04,1,1,
n51,n40,312,292,25.2,26.4,74.0,79.0,9.760e-16,6.970e-13,2.85,0.796,1.82e+04,0,0,
n51,n41,312,305,51.4,50.7,280.0,278.0,1.170e-77,5.990e-73,4.71,0.981,1.26e+04,1,1,
n51,n42,312,426,54.7,54.7,302.0,302.0,2.880e-84,3.880e-80,4.13,1.01,1.36e+04,1,1,
n51,n43,312,319,45.4,45.4,258.0,258.0,3.650e-71,4.910e-67,4.13,0.73,9.82e+03,1,1,
n51,n44,312,301,50.2,50.2,268.0,268.0,4.610e-74,6.200e-70,4.13,0.944,1.27e+04,1,1,
n51,n45,312,319,47.9,47.9,267.0,267.0,7.860e-74,1.060e-69,4.13,0.805,1.09e+04,1,1,
n51,n46,312,301,50.2,50.2,268.0,268.0,4.610e-74,6.200e-70,4.13,0.944,1.27e+04,1,1,
n51,n47,312,304,52.8,52.8,276.0,276.0,2.210e-76,2.970e-72,4.13,1.16,1.56e+04,1,1,
n51,n5,312,292,47.7,47.7,256.0,256.0,1.810e-70,2.440e-66,4.13,0.905,1.22e+04,1,1,
n51,n50,312,269,29.1,29.1,112.0,112.0,5.520e-27,7.430e-23,4.13,1.24,1.67e+04,0,0,
n51,n52,312,260,50.0,50.0,254.0,254.0,6.880e-70,9.270e-66,4.13,0.86,1.16e+04,1,1,
n51,n53,312,260,48.5,48.5,255.0,255.0,3.090e-70,4.160e-66,4.13,0.772,1.04e+04,1,1,
n51,n54,312,259,47.6,47.6,249.0,249.0,2.890e-68,3.890e-64,4.13,1.13,1.52e+04,1,1,
n51,n55,312,257,46.4,46.4,250.0,250.0,9.940e-69,1.340e-64,4.13,0.776,1.05e+04,1,1,
n51,n56,312,257,46.4,46.4,250.0,250.0,9.940e-69,1.340e-64,4.13,0.776,1.05e+04,1,1,
n51,n57,312,257,46.4,46.4,251.0,251.0,5.830e-69,7.850e-65,4.13,0.911,1.23e+04,1,1,
n51,n58,312,299,40.9,40.9,215.0,215.0,6.040e-58,8.140e-54,4.13,1.37,1.85e+04,1,1,
n51,n59,312,298,65.9,65.9,379.0,379.0,1.850e-107,2.500e-103,4.13,0.983,1.33e+04,1,1,
n51,n6,312,289,52.3,52.3,263.0,263.0,1.480e-72,2.000e-68,4.13,0.947,1.28e+04,1,1,
n51,n60,312,316,61.8,61.8,346.0,346.0,1.740e-97,2.340e-93,4.13,1.08,1.45e+04,1,1,
n51,n61,312,307,57.5,57.5,359.0,359.0,2.590e-101,3.490e-97,4.13,1.31,1.77e+04,1,1,
n51,n62,312,263,48.5,48.5,248.0,248.0,3.780e-68,5.090e-64,4.13,0.738,9.94e+03,1,1,
n51,n64,312,257,51.9,51.9,260.0,260.0,1.250e-71,1.690e-67,4.13,1,1.35e+04,1,1,
n51,n66,312,302,56.1,56.1,357.0,357.0,7.540e-101,1.020e-96,4.13,0.955,1.29e+04,1,1,
n51,n67,312,366,34.9,34.9,154.0,154.0,1.270e-39,1.700e-35,4.13,1.25,1.68e+04,1,1,
n51,n68,312,302,57.9,57.9,367.0,367.0,9.520e-104,1.280e-99,4.13,1.24,1.66e+04,1,1,
n51,n69,312,279,46.7,46.7,224.0,224.0,7.630e-61,1.030e-56,4.13,0.888,1.2e+04,1,1,
n51,n7,312,302,56.6,56.6,356.0,356.0,2.190e-100,2.950e-96,4.13,1.39,1.87e+04,1,1,
n51,n70,312,292,49.8,49.8,272.0,272.0,2.440e-75,3.290e-71,4.13,0.799,1.08e+04,1,1,
n51,n71,312,297,60.6,60.6,392.0,392.0,2.110e-111,2.850e-107,4.13,0.919,1.24e+04,1,1,
n51,n72,312,311,44.3,44.3,239.0,239.0,2.990e-65,4.030e-61,4.13,1.14,1.54e+04,1,1,
n51,n73,312,302,46.0,46.0,251.0,251.0,7.610e-69,1.020e-64,4.13,1.19,1.59e+04,1,1,
n51,n74,312,284,49.1,49.1,267.0,267.0,7.860e-74,1.060e-69,4.13,0.805,1.09e+04,1,1,
n51,n75,312,279,53.6,53.6,260.0,260.0,1.250e-71,1.690e-67,4.13,1,1.35e+04,1,1,
n51,n76,312,304,57.3,57.3,358.0,358.0,4.420e-101,5.950e-97,4.13,1.12,1.51e+04,1,1,
n51,n77,312,304,58.7,58.7,360.0,360.0,1.160e-101,1.570e-97,4.13,1.18,1.59e+04,1,1,
n51,n78,312,293,46.7,46.4,255.0,254.0,5.270e-70,1.210e-65,4.36,1.32,1.51e+04,1,1,
n51,n79,312,283,30.2,30.2,117.0,119.0,1.310e-28,4.650e-25,3.55,0.94,1.33e+04,1,1,
n51,n8,312,262,52.6,52.6,263.0,263.0,1.480e-72,2.000e-68,4.13,0.947,1.28e+04,1,1,
n51,n80,312,301,49.1,49.1,261.0,261.0,7.350e-72,9.900e-68,4.13,1.18,1.58e+04,1,1,
n51,n81,312,310,47.2,47.2,254.0,254.0,8.990e-70,1.210e-65,4.13,1.12,1.51e+04,1,1,
n51,n82,312,364,33.1,33.1,149.0,149.0,4.070e-38,5.480e-34,4.13,1.25,1.69e+04,1,1,
n51,n83,312,434,39.5,39.5,173.0,173.0,2.630e-45,3.550e-41,4.13,1.36,1.83e+04,1,1,
n51,n86,312,273,67.8,67.8,397.0,397.0,8.590e-113,1.160e-108,4.13,1.2,1.62e+04,1,1,
n51,n87,312,286,43.5,43.5,224.0,224.0,7.630e-61,1.030e-56,4.13,0.888,1.2e+04,1,1,
n51,n88,312,282,43.3,43.7,198.0,201.0,5.850e-53,9.310e-50,3.20,1.01,1.29e+04,1,1,
n51,n89,312,308,61.8,61.8,368.0,368.0,3.270e-104,4.400e-100,4.13,0.849,1.14e+04,1,1,
n51,n9,312,315,46.0,46.0,243.0,243.0,1.590e-66,2.140e-62,4.13,0.97,1.31e+04,1,1,
n51,n90,312,258,25.5,25.5,60.0,60.0,1.460e-11,1.960e-07,4.13,0.727,9.75e+03,0,0,
n52,n1,260,290,47.5,47.5,243.0,243.0,1.730e-66,2.330e-62,4.13,1.27,1.71e+04,1,1,
n52,n10,260,262,66.7,66.7,354.0,354.0,6.950e-100,9.360e-96,4.13,1.32,1.78e+04,1,1,
n52,n11,260,262,67.8,67.8,365.0,365.0,2.310e-103,3.110e-99,4.13,0.899,1.21e+04,1,1,
n52,n12,260,262,67.0,67.0,359.0,359.0,1.650e-101,2.230e-97,4.13,1,1.36e+04,1,1,
n52,n13,260,262,68.2,68.2,366.0,366.0,1.040e-103,1.390e-99,4.13,0.81,1.08e+04,1,1,
n52,n14,260,319,66.9,66.9,357.0,357.0,6.280e-101,8.460e-97,4.13,0.955,1.29e+04,1,1,
n52,n15,260,301,67.7,67.7,363.0,363.0,8.770e-103,1.180e-98,4.13,0.853,1.15e+04,1,1,
n52,n16,260,262,68.6,68.6,369.0,369.0,1.220e-104,1.650e-100,4.13,0.76,1.03e+04,1,1,
n52,n17,260,314,24.1,24.1,31.0,31.0,1.030e-02,1.390e+02,4.13,1.15,1.55e+04,0,0,
n52,n18,260,298,49.1,49.1,268.0,268.0,5.010e-74,6.750e-70,4.13,1.23,1.66e+04,1,1,
n52,n19,260,307,47.8,47.8,250.0,250.0,1.410e-68,1.900e-64,4.13,1.32,1.78e+04,1,1,
n52,n2,260,259,68.5,68.5,367.0,367.0,6.070e-104,8.180e-100,4.13,0.945,1.27e+04,1,1,
n52,n20,260,298,44.6,44.6,221.0,221.0,4.120e-60,5.550e-56,4.13,0.719,9.69e+03,1,1,
n52,n21,260,304,48.3,48.3,252.0,252.0,2.180e-69,2.940e-65,4.13,0.817,1.1e+04,1,1,
n52,n22,260,296,66.9,66.9,361.0,361.0,3.330e-102,4.490e-98,4.13,0.81,1.09e+04,1,1,
n52,n23,260,300,66.9,66.9,356.0,356.0,1.830e-100,2.460e-96,4.13,1.39,1.87e+04,1,1,
n52,n24,260,304,75.8,75.8,402.0,402.0,1.700e-114,2.290e-110,4.13,0.91,1.23e+04,1,1,
n52,n25,260,301,67.3,67.3,358.0,358.0,2.820e-101,3.800e-97,4.13,0.858,1.16e+04,1,1,
n52,n26,260,261,68.1,68.1,364.0,364.0,5.140e-103,6.920e-99,4.13,1,1.35e+04,1,1,
n52,n27,260,296,66.9,66.9,361.0,361.0,3.330e-102,4.490e-98,4.13,0.81,1.09e+04,1,1,
n52,n28,260,284,58.4,58.4,305.0,305.0,2.170e-85,2.920e-81,4.13,0.733,9.86e+03,1,1,
n52,n29,260,319,68.4,68.4,366.0,366.0,1.040e-103,1.390e-99,4.13,0.81,1.08e+04,1,1,
n52,n3,260,380,24.1,24.1,42.0,42.0,5.840e-06,7.870e-02,4.13,1.33,1.79e+04,0,0,
n52,n30,260,262,67.8,67.8,365.0,365.0,2.310e-103,3.110e-99,4.13,0.899,1.21e+04,1,1,
n52,n31,260,262,67.0,67.0,359.0,359.0,1.650e-101,2.230e-97,4.13,1,1.36e+04,1,1,
n52,n32,260,294,54.4,54.4,284.0,284.0,6.760e-79,9.100e-75,4.13,1.09,1.47e+04,1,1,
n52,n33,260,293,59.0,59.0,292.0,292.0,3.240e-81,4.370e-77,4.13,1.34,1.8e+04,1,1,
n52,n34,260,293,58.6,59.0,287.0,287.0,1.040e-79,1.080e-75,4.02,1.34,1.39e+04,1,1,
n52,n35,260,456,23.1,23.1,41.0,41.0,9.970e-06,1.340e-01,4.13,1.14,1.53e+04,0,0,
n52,n36,260,310,47.7,47.7,251.0,251.0,4.860e-69,6.540e-65,4.13,0.911,1.23e+04,1,1,
n52,n38,260,495,25.3,25.0,55.0,55.0,3.910e-10,5.270e-06,4.13,0.73,9.83e+03,0,0,
n52,n4,260,292,47.4,47.4,251.0,251.0,6.340e-69,8.540e-65,4.13,1.19,1.6e+04,1,1,
n52,n40,260,292,29.0,29.0,86.0,86.0,2.070e-19,2.790e-15,4.13,0.83,1.12e+04,0,0,
n52,n41,260,305,43.4,43.4,226.0,226.0,2.180e-61,2.940e-57,4.13,1.22,1.64e+04,1,1,
n52,n42,260,426,50.6,50.6,273.0,273.0,1.560e-75,2.100e-71,4.13,1.23,1.65e+04,1,1,
n52,n43,260,319,42.5,42.5,196.0,196.0,2.420e-52,3.260e-48,4.13,1.26,1.7e+04,1,1,
n52,n44,260,301,67.7,67.7,363.0,363.0,8.770e-103,1.180e-98,4.13,0.853,1.15e+04,1,1,
n52,n45,260,319,66.9,66.9,357.0,357.0,6.280e-101,8.460e-97,4.13,0.955,1.29e+04,1,1,
n52,n46,260,301,67.7,67.7,363.0,363.0,8.770e-103,1.180e-98,4.13,0.853,1.15e+04,1,1,
n52,n47,260,304,48.3,48.3,252.0,252.0,2.180e-69,2.940e-65,4.13,0.817,1.1e+04,1,1,
n52,n5,260,292,65.4,65.4,354.0,354.0,4.070e-100,5.480e-96,4.13,0.774,1.04e+04,1,1,
n52,n50,260,269,31.1,31.1,124.0,124.0,6.850e-31,9.230e-27,4.13,0.755,1.02e+04,1,1,
n52,n51,260,312,50.0,50.0,254.0,254.0,5.740e-70,7.720e-66,4.13,0.861,1.16e+04,1,1,
n52,n53,260,260,91.2,91.2,487.0,487.0,4.030e-140,5.420e-136,4.13,0.834,1.12e+04,1,1,
n52,n54,260,259,68.8,68.8,370.0,370.0,9.370e-105,1.260e-100,4.13,1.17,1.57e+04,1,1,
n52,n55,260,257,62.7,62.7,324.0,324.0,7.700e-91,1.040e-86,4.13,1.36,1.84e+04,1,1,
n52,n56,260,257,62.3,62.3,324.0,324.0,7.700e-91,1.040e-86,4.13,1.36,1.84e+04,1,1,
n52,n57,260,257,62.7,62.7,324.0,324.0,5.890e-91,7.940e-87,4.13,1.04,1.41e+04,1,1,
n52,n58,260,299,55.4,55.4,278.0,278.0,4.840e-77,6.520e-73,4.13,1.22,1.64e+04,1,1,
n52,n59,260,298,47.0,47.0,233.0,233.0,1.790e-63,2.410e-59,4.13,1.28,1.72e+04,1,1,
n52,n6,260,289,70.3,70.3,382.0,382.0,1.400e-108,1.880e-104,4.13,0.714,9.59e+03,1,1,
n52,n60,260,316,50.6,50.6,254.0,254.0,7.490e-70,1.010e-65,4.13,1.12,1.51e+04,1,1,
n52,n61,260,307,49.8,49.8,253.0,253.0,1.280e-69,1.720e-65,4.13,0.96,1.29e+04,1,1,
n52,n62,260,263,71.7,71.7,387.0,387.0,5.670e-110,7.640e-106,4.13,0.926,1.25e+04,1,1,
n52,n63,260,282,26.4,26.0,89.0,89.0,4.170e-20,5.610e-16,4.13,1.34,1.8e+04,0,0,
n52,n64,260,257,67.7,67.7,375.0,375.0,2.910e-106,3.920e-102,4.13,1.16,1.56e+04,1,1,
n52,n66,260,302,53.0,53.0,272.0,272.0,2.040e-75,2.740e-71,4.13,0.802,1.08e+04,1,1,
n52,n67,260,366,34.3,34.3,131.0,131.0,9.560e-33,1.290e-28,4.13,1.35,1.82e+04,1,1,
n52,n68,260,302,51.8,51.8,273.0,273.0,1.560e-75,2.100e-71,4.13,1.23,1.65e+04,1,1,
n52,n69,260,279,55.1,54.7,281.0,278.0,5.720e-78,3.820e-73,4.82,1.15,9.61e+03,1,1,
n52,n7,260,302,49.4,49.4,258.0,258.0,5.190e-71,6.990e-67,4.13,1.25,1.68e+04,1,1,
n52,n70,260,292,51.1,51.1,265.0,265.0,3.250e-73,4.380e-69,4.13,0.998,1.35e+04,1,1,
n52,n71,260,297,47.0,47.0,237.0,237.0,9.480e-65,1.280e-60,4.13,1.08,1.46e+04,1,1,
n52,n72,260,311,68.6,68.6,372.0,372.0,1.450e-105,1.950e-101,4.13,0.722,9.72e+03,1,1,
n52,n73,260,302,60.1,60.1,329.0,329.0,1.830e-92,2.470e-88,4.13,1.04,1.4e+04,1,1,
n52,n74,260,284,65.4,65.4,351.0,351.0,5.880e-99,7.920e-95,4.13,1.4,1.88e+04,1,1,
n52,n75,260,279,47.0,47.0,225.0,225.0,4.870e-61,6.550e-57,4.13,1.36,1.83e+04,1,1,
n52,n76,260,304,50.0,50.0,260.0,260.0,8.000e-72,1.080e-67,4.13,0.768,1.04e+04,1,1,
n52,n77,260,304,50.9,50.9,264.0,264.0,5.540e-73,7.460e-69,4.13,0.851,1.15e+04,1,1,
n52,n78,260,293,64.2,64.2,354.0,354.0,6.950e-100,9.360e-96,4.13,1.32,1.78e+04,1,1,
n52,n79,260,283,30.8,30.8,116.0,116.0,3.180e-28,4.290e-24,4.13,1.37,1.85e+04,1,1,
n52,n8,260,262,66.9,66.9,358.0,358.0,3.680e-101,4.960e-97,4.13,1.12,1.51e+04,1,1,
n52,n80,260,301,68.1,68.1,364.0,364.0,3.940e-103,5.300e-99,4.13,0.767,1.03e+04,1,1,
n52,n81,260,310,73.6,73.6,405.0,405.0,2.010e-115,2.710e-111,4.13,0.86,1.16e+04,1,1,
