source,target,presence,pct_id_u11,evalue_u11,pct_id_u12,evalue_u12
n19,n73,both,43.0,8.72e-62,43.0,1.17e-57
n19,n74,both,47.3,9.34e-74,47.3,1.26e-69
n19,n75,both,42.5,6.17e-62,43.7,8.88e-60
n19,n76,both,73.9,5.57e-133,73.9,7.51e-129
n19,n77,both,73.9,1.12e-133,73.9,1.51e-129
n19,n78,both,44.6,6.46e-70,44.6,8.70e-66
n19,n79,both,30.9,7.97e-33,30.9,1.07e-28
n19,n8,both,45.8,1.09e-68,45.8,1.47e-64
n19,n80,both,43.9,1.13e-69,44.0,1.06e-66
n19,n81,both,45.4,1.16e-69,45.4,1.56e-65
n19,n82,both,36.1,7.06e-43,36.1,9.50e-39
n19,n83,both,36.5,4.14e-43,36.5,5.57e-39
n19,n86,both,57.4,3.63e-91,57.4,4.89e-87
n19,n87,both,41.0,1.84e-61,41.0,2.48e-57
n19,n88,both,35.5,3.55e-49,41.6,3.42e-51
n19,n89,both,61.2,9.67e-109,61.2,1.30e-104
n19,n9,both,41.0,2.18e-60,41.0,2.94e-56
n190,n191,both,52.4,2.96e-119,52.4,3.99e-115
n190,n192,both,52.7,5.40e-121,52.7,7.27e-117
n190,n193,both,32.5,3.84e-26,32.5,5.18e-22
n190,n194,both,30.3,5.92e-35,30.3,7.97e-31
n190,n195,both,38.6,3.01e-72,38.6,4.05e-68
n190,n196,both,32.4,1.08e-44,32.4,1.45e-40
n190,n197,both,30.5,7.23e-22,30.5,7.74e-18
n191,n192,both,83.1,2.70e-213,83.1,3.64e-209
n191,n195,both,34.4,4.35e-70,34.4,5.85e-66
n191,n196,both,31.0,8.29e-51,31.0,1.12e-46
n192,n195,both,35.5,2.31e-71,35.5,3.10e-67
n192,n196,both,31.5,1.72e-50,31.5,2.31e-46
n193,n194,both,48.2,5.82e-113,48.2,7.84e-109
n193,n196,both,30.7,4.46e-52,30.9,1.08e-49
n194,n196,both,34.8,1.36e-53,34.8,1.84e-49
n195,n196,both,37.3,4.12e-42,37.3,5.55e-38
n198,n199,both,34.0,8.48e-28,34.0,1.14e-23
n2,n20,both,44.2,8.27e-61,44.2,1.11e-56
n2,n21,both,48.9,5.71e-70,48.9,7.69e-66
n2,n22,both,64.3,1.60e-96,64.3,2.15e-92
n2,n23,both,62.7,3.33e-94,62.7,4.48e-90
n2,n24,both,65.6,6.92e-100,65.6,9.32e-96
n2,n25,both,63.9,9.35e-97,63.9,1.26e-92
n2,n26,both,64.6,2.23e-98,64.6,3.00e-94
n2,n27,both,64.3,1.60e-96,64.3,2.15e-92
n2,n28,both,56.5,1.11e-81,56.5,1.49e-77
n2,n29,both,64.6,6.48e-98,64.6,8.72e-94
n2,n30,both,64.8,5.86e-99,64.8,7.89e-95
n2,n31,both,64.0,3.21e-97,64.0,4.33e-93
n2,n32,both,51.9,7.95e-80,51.9,1.07e-75
n2,n33,both,54.7,1.66e-77,54.7,2.23e-73
n2,n34,both,52.7,1.01e-74,52.7,1.36e-70
n2,n36,both,46.4,4.24e-65,46.4,5.71e-61
n2,n4,both,48.5,8.25e-69,48.5,1.11e-64
n2,n40,both,31.2,2.78e-24,31.2,3.74e-20
n2,n41,both,46.9,6.76e-63,46.9,9.11e-59
n2,n42,both,49.1,3.82e-74,49.1,5.15e-70
n2,n43,both,40.5,1.32e-50,40.5,1.78e-46
n2,n44,both,64.6,2.23e-98,64.6,3.00e-94
n2,n45,both,63.9,1.22e-96,63.9,1.64e-92
n2,n46,both,64.6,2.23e-98,64.6,3.00e-94
n2,n47,both,48.9,5.71e-70,48.9,7.69e-66
n2,n5,both,62.1,1.26e-93,62.1,1.70e-89
n2,n50,both,31.7,2.87e-29,31.7,3.86e-25
n2,n51,both,47.6,1.84e-68,47.6,2.48e-64
n2,n52,both,68.5,6.05e-104,68.5,8.15e-100
n2,n53,both,69.5,3.55e-104,69.5,4.78e-100
n2,n54,both,98.5,1.62e-149,98.5,2.19e-145
n2,n55,both,62.3,5.83e-91,62.3,7.85e-87
n2,n56,both,63.1,4.03e-92,63.1,5.43e-88
n2,n57,both,63.1,6.88e-92,63.1,9.27e-88
n2,n58,both,52.7,6.10e-72,52.7,8.22e-68
n2,n59,both,44.5,6.76e-63,44.5,9.11e-59
n2,n6,both,64.7,2.23e-98,64.7,3.00e-94
n2,n60,both,44.3,8.27e-61,44.3,1.11e-56
n2,n61,both,45.9,9.44e-65,45.9,1.27e-60
n2,n62,both,69.3,2.08e-104,69.3,2.80e-100
n2,n64,both,62.2,8.69e-95,62.2,1.17e-90
n2,n66,both,48.3,1.72e-66,48.3,2.32e-62
n2,n67,both,33.7,1.76e-32,33.7,1.68e-28
n2,n68,both,48.9,3.14e-68,48.9,4.22e-64
n2,n69,both,50.8,7.27e-71,50.8,9.79e-67
n2,n7,both,47.6,5.91e-67,47.6,7.96e-63
n2,n70,both,48.3,1.66e-69,48.3,2.24e-65
n2,n71,both,43.0,1.41e-60,43.0,1.90e-56
n2,n72,both,64.9,1.88e-97,64.9,2.54e-93
n2,n73,both,60.1,3.22e-89,60.1,4.34e-85
n2,n74,both,60.8,4.50e-91,60.8,6.05e-87
n2,n75,both,45.6,2.57e-62,45.6,3.46e-58
n2,n76,both,48.1,5.35e-68,48.1,7.20e-64
n2,n77,both,46.3,2.48e-65,46.3,3.35e-61
n2,n78,both,66.2,4.06e-100,66.2,5.46e-96
n2,n79,both,30.6,2.25e-27,30.6,2.77e-23
n2,n8,both,64.3,1.88e-97,64.3,2.54e-93
n2,n80,both,64.6,2.91e-98,64.6,3.92e-94
n2,n81,both,67.7,4.33e-102,67.7,5.84e-98
n2,n82,both,33.2,2.12e-32,33.2,2.86e-28
n2,n83,both,52.5,1.15e-70,52.5,1.55e-66
n2,n86,both,45.3,8.84e-63,45.3,1.19e-58
n2,n87,both,63.1,1.00e-90,63.1,1.35e-86
n2,n88,both,44.6,4.54e-59,44.6,6.11e-55
n2,n89,both,40.8,4.25e-57,43.4,6.53e-57
n2,n9,both,62.2,6.27e-93,62.2,8.45e-89
n20,n21,both,49.0,5.75e-74,49.0,7.74e-70
n20,n22,both,46.2,1.51e-66,46.2,2.03e-62
n20,n23,both,46.8,8.32e-65,46.8,1.12e-60
n20,n24,both,44.8,1.47e-61,44.8,1.98e-57
n20,n25,both,47.8,2.59e-66,47.8,3.48e-62
n20,n26,both,49.1,2.26e-66,49.1,3.05e-62
n20,n27,both,46.2,1.51e-66,46.2,2.03e-62
n20,n28,both,38.8,1.31e-51,38.8,1.77e-47
n20,n29,both,48.2,2.12e-66,48.2,2.85e-62
n20,n30,both,49.1,1.33e-66,49.1,1.79e-62
n20,n31,both,48.0,1.92e-65,48.0,2.59e-61
n20,n32,both,40.9,2.24e-54,40.9,3.02e-50
n20,n33,both,41.6,1.55e-55,41.6,2.08e-51
n20,n34,both,39.7,7.56e-50,40.9,1.65e-48
n20,n36,both,49.7,1.28e-81,56.4,6.10e-83
n20,n4,both,47.2,2.53e-74,47.2,3.40e-70
n20,n41,both,43.5,5.76e-66,43.5,7.76e-62
n20,n42,both,51.3,3.05e-75,51.3,4.10e-71
n20,n43,both,48.0,3.05e-67,48.0,4.11e-63
n20,n44,both,48.6,3.99e-67,48.6,5.37e-63
n20,n45,both,47.5,5.76e-66,47.5,7.76e-62
n20,n46,both,48.6,3.99e-67,48.6,5.37e-63
n20,n47,both,49.0,5.75e-74,49.0,7.74e-70
n20,n5,both,42.7,1.18e-55,42.7,1.59e-51
n20,n51,both,62.0,6.08e-108,62.0,8.19e-104
n20,n52,both,44.6,4.12e-60,44.6,5.55e-56
n20,n53,both,42.8,2.42e-60,42.8,3.25e-56
n20,n54,both,44.6,2.84e-61,44.6,3.83e-57
n20,n55,both,43.2,2.82e-61,43.2,3.80e-57
n20,n56,both,43.5,2.82e-61,43.5,3.80e-57
n20,n57,both,43.2,2.16e-61,43.2,2.91e-57
n20,n58,both,36.9,1.21e-47,36.9,1.62e-43
n20,n59,both,58.8,6.51e-102,58.8,8.77e-98
n20,n6,both,42.3,2.13e-57,42.3,2.86e-53
n20,n60,both,49.2,9.45e-85,49.2,1.27e-80
n20,n61,both,54.6,4.38e-90,54.6,5.90e-86
n20,n62,both,45.9,2.14e-64,45.9,2.88e-60
n20,n63,both,30.5,9.11e-21,30.5,1.23e-16
n20,n64,both,44.7,1.11e-57,44.7,1.49e-53
n20,n66,both,52.9,2.84e-89,52.9,3.82e-85
n20,n67,both,33.3,1.09e-40,33.3,1.47e-36
n20,n68,both,54.4,1.78e-91,54.4,2.39e-87
n20,n69,both,45.2,7.06e-58,45.2,9.51e-54
n20,n7,both,54.3,6.76e-91,54.3,9.10e-87
n20,n70,both,47.0,4.32e-66,47.0,5.82e-62
n20,n71,both,57.8,5.50e-101,57.8,7.40e-97
n20,n72,both,41.6,7.54e-58,41.6,1.02e-53
n20,n73,both,42.0,4.57e-55,42.0,6.16e-51
n20,n74,both,44.5,2.72e-65,44.5,3.67e-61
n20,n75,both,51.1,1.85e-74,51.1,2.49e-70
n20,n76,both,50.2,9.45e-85,50.2,1.27e-80
n20,n77,both,51.3,6.99e-88,51.3,9.42e-84
n20,n78,both,42.9,5.48e-61,42.9,7.39e-57
n20,n79,both,30.3,2.25e-27,30.3,3.03e-23
n20,n8,both,48.5,1.92e-65,48.5,2.59e-61
n20,n80,both,48.2,1.68e-65,48.2,2.26e-61
n20,n81,both,43.9,2.68e-63,43.9,3.60e-59
n20,n82,both,33.5,5.08e-38,33.5,6.84e-34
n20,n83,both,35.5,6.41e-41,35.5,8.64e-37
n20,n86,both,58.7,5.05e-101,58.7,6.80e-97
n20,n87,both,40.1,8.84e-56,40.1,1.19e-51
n20,n88,both,39.7,1.35e-48,39.7,1.82e-44
n20,n89,both,51.2,3.47e-87,51.2,4.67e-83
n20,n9,both,42.6,7.30e-53,42.6,9.83e-49
n201,n202,both,30.4,3.38e-17,30.4,4.56e-13
n203,n204,both,82.6,0.00e+00,82.6,0.00e+00
n203,n205,both,36.8,1.70e-105,36.8,2.29e-101
n204,n205,both,36.7,2.00e-114,36.7,2.69e-110
n206,n207,both,63.5,8.65e-147,63.5,1.17e-142
n206,n208,both,51.8,1.19e-122,51.8,1.61e-118
n206,n209,both,42.8,1.30e-92,42.8,1.73e-88
n206,n210,both,52.9,3.71e-124,52.9,5.00e-120
n207,n208,both,50.1,1.10e-109,50.1,1.49e-105
n207,n209,both,40.2,2.56e-90,40.2,3.45e-86
n207,n210,both,52.9,1.18e-119,52.9,1.59e-115
n208,n209,both,46.3,5.75e-109,46.3,7.75e-105
n208,n210,both,68.6,2.15e-172,68.6,2.89e-168
n209,n210,both,45.7,3.73e-108,45.7,5.02e-104
n21,n22,both,49.7,4.83e-73,49.7,6.51e-69
n21,n23,both,49.0,6.62e-70,49.0,8.91e-66
n21,n24,both,45.3,3.44e-66,45.3,4.64e-62
n21,n25,both,47.6,1.13e-69,47.6,1.53e-65
n21,n26,both,52.6,4.87e-69,52.6,6.56e-65
n21,n27,both,49.7,4.83e-73,49.7,6.51e-69
n21,n28,both,43.8,6.94e-61,43.8,9.35e-57
n21,n29,both,47.9,1.14e-69,47.9,1.54e-65
n21,n30,both,52.4,2.87e-69,52.4,3.86e-65
n21,n31,both,50.8,5.41e-68,50.8,7.29e-64
n21,n32,both,42.1,7.95e-60,42.1,1.07e-55
n21,n33,both,49.5,3.68e-68,49.5,4.78e-64
n21,n34,both,47.1,3.44e-63,47.1,4.63e-59
n21,n36,both,54.5,1.82e-75,54.5,2.45e-71
n21,n4,both,73.8,5.75e-119,73.8,7.74e-115
n21,n41,both,46.2,1.49e-69,46.2,2.01e-65
n21,n42,both,64.2,5.62e-101,64.2,7.58e-97
n21,n43,both,40.3,9.08e-59,40.3,1.22e-54
n21,n44,both,48.6,1.34e-70,48.6,1.80e-66
n21,n45,both,47.2,2.55e-69,47.2,3.43e-65
n21,n46,both,48.6,1.34e-70,48.6,1.80e-66
n21,n47,both,100.0,2.31e-179,100.0,3.11e-175
n21,n49,v11_only,30.8,5.89e-06,,
n21,n5,both,50.4,9.94e-71,50.4,1.34e-66
n21,n50,both,32.5,4.75e-35,32.5,6.39e-31
n21,n51,both,52.8,2.15e-76,52.8,2.90e-72
n21,n52,both,48.3,2.18e-69,48.3,2.94e-65
n21,n53,both,50.2,1.23e-72,50.2,1.66e-68
n21,n54,both,50.0,6.75e-71,50.0,9.09e-67
n21,n55,both,47.9,6.93e-68,47.9,9.33e-64
n21,n56,both,48.7,4.80e-69,48.7,6.46e-65
n21,n57,both,47.9,4.06e-68,47.9,5.47e-64
n21,n58,both,43.1,1.42e-64,43.1,1.92e-60
n21,n59,both,50.5,8.57e-78,50.5,1.15e-73
n21,n6,both,50.4,8.33e-70,50.4,1.12e-65
n21,n60,both,45.7,7.92e-71,46.1,1.07e-66
n21,n61,both,47.3,2.23e-73,47.3,3.00e-69
n21,n62,both,52.1,2.13e-72,52.1,2.87e-68
n21,n64,both,47.9,2.09e-64,47.9,2.81e-60
n21,n66,both,48.5,8.13e-76,48.1,1.10e-71
n21,n67,both,38.7,3.09e-45,38.7,3.46e-41
n21,n68,both,49.1,3.30e-77,49.1,4.47e-73
n21,n69,both,47.4,3.73e-67,47.4,5.03e-63
n21,n7,both,49.7,6.88e-75,49.7,9.26e-71
n21,n70,both,52.3,4.61e-76,52.3,6.20e-72
n21,n71,both,52.6,1.70e-81,52.6,7.69e-78
n21,n72,both,45.0,3.12e-67,45.0,4.20e-63
n21,n73,both,43.5,6.04e-63,43.5,8.13e-59
n21,n74,both,51.3,3.00e-72,51.3,4.05e-68
n21,n75,both,61.8,1.19e-97,61.8,1.60e-93
n21,n76,both,47.2,1.00e-73,47.2,1.35e-69
n21,n77,both,47.9,4.49e-74,47.9,6.04e-70
n21,n78,both,46.9,2.08e-68,46.9,2.80e-64
n21,n79,both,32.2,1.61e-33,32.2,2.16e-29
n21,n8,both,51.8,7.07e-68,51.8,9.52e-64
n21,n80,both,47.9,2.52e-69,47.9,3.40e-65
n21,n81,both,51.3,1.18e-74,51.3,1.59e-70
n21,n82,both,41.5,2.57e-45,41.5,3.46e-41
n21,n83,both,39.0,1.55e-50,39.0,2.09e-46
n21,n86,both,52.6,1.02e-77,52.6,1.38e-73
n21,n87,both,44.3,4.68e-65,44.3,6.30e-61
n21,n88,both,41.0,5.29e-53,41.0,7.13e-49
n21,n89,both,48.1,1.76e-70,48.1,2.38e-66
n21,n9,both,47.9,5.68e-69,47.9,7.65e-65
n22,n23,both,92.7,8.03e-161,92.7,1.08e-156
n22,n24,both,57.7,1.03e-99,59.2,4.78e-96
n22,n25,both,81.7,3.62e-145,81.7,4.88e-141
n22,n26,both,83.1,2.63e-131,83.1,3.54e-127
n22,n27,both,100.0,1.01e-171,100.0,1.36e-167
n22,n28,both,52.8,1.18e-84,52.8,1.58e-80
n22,n29,both,81.1,1.99e-143,81.1,2.68e-139
n22,n30,both,83.1,4.50e-131,83.1,6.05e-127
n22,n31,both,85.8,3.55e-136,85.8,4.79e-132
n22,n32,both,52.9,2.30e-83,52.9,3.09e-79
n22,n33,both,58.9,1.27e-89,58.1,1.53e-86
n22,n34,both,57.8,5.88e-87,57.9,2.88e-85
n22,n36,both,48.2,1.36e-67,48.2,1.83e-63
n22,n4,both,48.7,5.27e-72,49.8,5.43e-68
n22,n41,both,44.2,3.35e-66,44.2,4.52e-62
n22,n42,both,50.6,5.52e-77,50.6,7.43e-73
n22,n43,both,38.9,5.02e-54,38.9,6.76e-50
n22,n44,both,80.4,1.42e-141,80.4,1.92e-137
n22,n45,both,82.4,4.28e-146,82.4,5.76e-142
n22,n46,both,80.4,1.42e-141,80.4,1.92e-137
n22,n47,both,49.7,4.83e-73,49.7,6.51e-69
n22,n5,both,61.4,8.34e-102,61.4,1.14e-97
n22,n50,both,33.6,2.60e-33,33.6,3.51e-29
n22,n51,both,50.5,6.31e-73,50.5,8.50e-69
n22,n52,both,66.9,3.33e-102,66.9,4.49e-98
n22,n53,both,66.8,2.55e-102,66.8,3.44e-98
n22,n54,both,64.1,3.55e-96,64.1,4.79e-92
n22,n55,both,54.0,1.07e-76,54.0,1.44e-72
n22,n56,both,54.8,5.66e-78,54.8,7.62e-74
n22,n57,both,54.8,9.65e-78,54.8,1.30e-73
n22,n58,both,50.0,2.03e-79,50.3,7.18e-76
n22,n59,both,46.4,4.52e-71,46.4,6.09e-67
n22,n6,both,62.0,4.37e-103,62.0,6.03e-99
n22,n60,both,48.5,6.76e-67,48.5,9.10e-63
n22,n61,both,47.3,2.93e-70,47.3,3.95e-66
n22,n62,both,63.3,8.04e-96,63.3,1.08e-91
n22,n64,both,66.7,2.61e-99,66.7,3.51e-95
n22,n65,v11_only,32.3,9.74e-06,,
n22,n66,both,48.3,2.74e-76,48.3,3.69e-72
n22,n67,both,36.9,1.29e-33,36.9,1.73e-29
n22,n68,both,49.7,2.48e-77,49.7,3.33e-73
n22,n69,both,55.4,6.77e-85,55.4,9.12e-81
n22,n7,both,47.0,8.24e-73,47.0,1.11e-68
n22,n70,both,51.1,2.00e-79,51.1,2.69e-75
n22,n71,both,44.9,6.53e-70,44.7,5.16e-66
n22,n72,both,58.7,1.49e-98,58.6,2.37e-95
n22,n73,both,48.3,1.69e-73,50.7,1.18e-78
n22,n74,both,78.0,2.05e-129,78.2,1.32e-127
n22,n75,both,48.4,1.42e-66,48.4,3.85e-63
n22,n76,both,45.9,4.09e-72,45.9,5.51e-68
n22,n77,both,48.5,4.67e-76,48.5,6.29e-72
n22,n78,both,55.4,7.85e-92,55.4,1.06e-87
n22,n79,both,34.7,1.96e-31,34.7,2.64e-27
n22,n8,both,82.8,1.00e-130,82.8,1.35e-126
n22,n80,both,79.4,7.82e-140,79.4,1.05e-135
n22,n81,both,62.1,2.38e-104,62.4,8.42e-101
n22,n82,both,37.9,1.37e-35,37.9,1.85e-31
n22,n83,both,46.4,3.47e-63,46.7,8.52e-61
n22,n86,both,48.4,2.89e-72,48.4,3.89e-68
n22,n87,both,57.4,3.22e-90,57.4,4.33e-86
n22,n88,both,51.9,3.19e-74,51.9,4.29e-70
n22,n89,both,44.9,1.51e-69,44.9,1.96e-65
n22,n9,both,57.0,1.04e-91,57.0,1.39e-87
n23,n24,both,59.5,1.46e-101,59.5,1.97e-97
n23,n25,both,83.7,1.44e-149,83.7,1.94e-145
n23,n26,both,82.4,1.88e-129,82.4,2.53e-125
n23,n27,both,92.7,8.03e-161,92.7,1.08e-156
n23,n28,both,52.5,4.18e-82,52.5,5.63e-78
n23,n29,both,81.7,7.40e-146,81.7,9.96e-142
n23,n30,both,82.4,3.22e-129,82.4,4.34e-125
n23,n31,both,85.8,6.06e-136,85.8,8.16e-132
n23,n32,both,51.0,9.03e-80,50.9,1.10e-76
n23,n33,both,56.3,6.87e-88,56.0,7.09e-84
n23,n34,both,55.1,1.92e-85,55.1,2.58e-81
n23,n36,both,48.9,6.19e-68,48.9,8.34e-64
n23,n4,both,49.8,8.99e-72,49.8,1.21e-67
n23,n41,both,44.5,1.38e-67,44.5,1.86e-63
n23,n42,both,45.3,3.39e-74,45.3,4.57e-70
n23,n43,both,38.8,8.68e-54,38.6,6.86e-50
n23,n44,both,81.1,1.54e-143,81.1,2.08e-139
n23,n45,both,84.4,1.70e-150,84.4,2.29e-146
n23,n46,both,81.1,1.54e-143,81.1,2.08e-139
n23,n47,both,49.0,6.62e-70,49.0,8.91e-66
n23,n5,both,61.9,1.24e-100,61.9,1.67e-96
n23,n50,both,34.0,1.17e-33,34.0,1.57e-29
n23,n51,both,47.0,2.27e-70,47.0,3.06e-66
n23,n52,both,66.9,1.83e-100,66.9,2.46e-96
n23,n53,both,67.2,6.28e-101,67.2,8.46e-97
n23,n54,both,62.6,7.41e-94,62.6,9.98e-90
n23,n55,both,54.8,1.26e-77,54.8,1.70e-73
n23,n56,both,55.1,9.65e-78,55.1,1.30e-73
n23,n57,both,55.5,1.14e-78,55.5,1.53e-74
n23,n58,both,50.3,1.33e-78,50.3,1.79e-74
n23,n59,both,46.9,3.49e-71,46.9,4.69e-67
n23,n6,both,60.8,7.72e-100,60.8,1.08e-95
n23,n60,both,48.1,5.80e-66,48.1,7.81e-62
n23,n61,both,43.3,2.60e-66,43.3,3.50e-62
n23,n62,both,63.3,7.52e-94,63.3,1.01e-89
n23,n64,both,63.6,1.48e-94,63.6,2.00e-90
n23,n65,v11_only,32.3,9.74e-06,,
n23,n66,both,47.2,5.78e-74,47.2,7.79e-70
n23,n67,both,35.6,2.08e-31,35.6,2.80e-27
n23,n68,both,47.2,4.43e-74,47.2,5.96e-70
n23,n69,both,53.4,1.84e-82,54.8,5.01e-79
n23,n7,both,47.8,1.68e-73,47.8,2.27e-69
n23,n70,both,49.5,1.21e-76,49.5,1.63e-72
n23,n71,both,45.1,2.11e-68,45.1,2.84e-64
n23,n72,both,59.3,2.75e-100,59.3,3.71e-96
n23,n73,both,51.0,4.92e-81,51.0,6.62e-77
n23,n74,both,76.8,7.78e-129,76.8,1.05e-124
n23,n75,both,46.6,9.89e-66,46.6,1.24e-61
n23,n76,both,46.2,5.99e-71,46.2,8.06e-67
n23,n77,both,47.2,4.15e-72,47.2,5.58e-68
n23,n78,both,55.6,3.52e-92,55.6,4.74e-88
n23,n79,both,34.4,1.96e-31,34.4,2.64e-27
n23,n8,both,82.1,7.18e-129,82.1,9.67e-125
n23,n80,both,79.7,8.46e-142,79.7,1.14e-137
n23,n81,both,59.9,5.20e-99,59.9,7.00e-95
n23,n82,both,37.4,7.64e-34,37.4,1.03e-29
n23,n83,both,48.1,1.80e-67,48.1,2.43e-63
n23,n86,both,48.0,3.19e-71,48.0,4.30e-67
n23,n87,both,55.8,3.93e-88,55.8,5.30e-84
n23,n88,both,47.0,3.90e-72,47.0,5.25e-68
n23,n89,both,45.1,2.13e-68,45.1,2.87e-64
n23,n9,both,56.0,7.52e-90,56.0,1.01e-85
n24,n25,both,61.7,3.73e-105,61.7,5.02e-101
n24,n26,both,65.6,1.27e-101,65.6,1.71e-97
n24,n27,both,57.7,1.03e-99,59.2,4.78e-96
n24,n28,both,49.5,8.16e-78,49.5,1.10e-73
n24,n29,both,61.7,2.56e-104,61.7,3.45e-100
n24,n30,both,65.3,2.18e-101,65.3,2.93e-97
n24,n31,both,66.0,2.32e-103,66.0,3.13e-99
n24,n32,both,50.0,3.67e-81,50.0,4.94e-77
n24,n33,both,54.4,7.36e-82,54.4,9.91e-78
n24,n34,both,53.3,2.53e-82,53.3,3.41e-78
n24,n36,both,45.0,9.06e-67,45.0,1.22e-62
n24,n4,both,45.1,7.87e-68,45.1,1.06e-63
n24,n41,both,43.8,3.45e-58,43.8,4.65e-54
n24,n42,both,49.6,2.91e-73,49.6,3.92e-69
n24,n43,both,36.2,5.34e-51,36.2,7.19e-47
n24,n44,both,61.4,7.03e-104,61.4,9.47e-100
n24,n45,both,61.7,3.02e-105,61.7,4.07e-101
n24,n46,both,61.4,7.03e-104,61.4,9.47e-100
n24,n47,both,45.3,3.44e-66,45.3,4.64e-62
n24,n5,both,57.8,2.12e-97,57.8,2.86e-93
n24,n50,both,30.7,1.63e-27,30.7,2.20e-23
n24,n51,both,48.7,1.26e-68,48.7,1.70e-64
n24,n52,both,75.8,1.70e-114,75.8,2.29e-110
n24,n53,both,76.2,7.64e-115,76.2,1.03e-110
n24,n54,both,65.1,3.11e-100,65.1,4.18e-96
n24,n55,both,56.7,7.37e-86,56.7,9.93e-82
n24,n56,both,57.1,1.94e-86,57.1,2.61e-82
n24,n57,both,57.1,1.14e-86,57.1,1.53e-82
n24,n58,both,49.0,6.16e-76,49.0,8.29e-72
n24,n59,both,43.2,1.85e-64,42.8,6.57e-61
n24,n6,both,58.0,1.90e-98,58.0,2.56e-94
n24,n60,both,45.1,1.26e-68,44.5,4.48e-65
n24,n61,both,43.7,3.68e-68,43.7,4.96e-64
n24,n62,both,65.5,2.04e-99,65.5,2.75e-95
n24,n64,both,66.0,1.29e-98,66.0,1.74e-94
n24,n66,both,46.2,6.44e-73,46.2,8.67e-69
n24,n67,both,31.3,4.40e-29,31.3,5.92e-25
n24,n68,both,49.8,3.77e-73,49.8,5.08e-69
n24,n69,both,50.4,5.75e-76,50.4,7.74e-72
n24,n7,both,48.9,4.17e-72,48.9,5.62e-68
n24,n70,both,45.8,3.53e-68,45.8,4.76e-64
n24,n71,both,44.9,1.32e-62,44.9,1.78e-58
n24,n72,both,62.2,2.21e-105,62.2,2.97e-101
n24,n73,both,54.5,1.21e-87,54.5,1.63e-83
n24,n74,both,59.9,4.45e-100,59.9,5.99e-96
n24,n75,both,43.8,5.22e-61,43.8,7.03e-57
n24,n76,both,50.9,1.89e-72,50.9,2.54e-68
n24,n77,both,47.6,4.06e-75,47.6,5.47e-71
n24,n78,both,58.5,1.21e-95,58.5,1.58e-91
n24,n79,both,30.5,2.93e-27,30.5,3.95e-23
n24,n8,both,64.9,1.84e-100,64.9,2.48e-96
n24,n80,both,60.7,4.56e-103,60.7,6.14e-99
n24,n81,both,61.8,4.16e-104,61.8,5.60e-100
n24,n82,both,32.4,2.11e-31,32.4,2.84e-27
n24,n83,both,46.8,4.64e-71,46.8,6.25e-67
n24,n86,both,46.8,1.18e-65,46.8,1.58e-61
n24,n87,both,56.0,1.31e-91,56.0,1.76e-87
n24,n88,both,44.2,3.09e-61,44.2,4.17e-57
n24,n89,both,46.3,4.07e-67,46.3,5.48e-63
n24,n9,both,52.8,1.35e-86,52.8,1.81e-82
n25,n26,both,93.1,6.02e-144,93.1,8.11e-140
n25,n27,both,81.7,3.62e-145,81.7,4.88e-141
n25,n28,both,55.0,2.51e-85,55.0,3.38e-81
n25,n29,both,97.7,8.71e-171,97.7,1.17e-166
n25,n30,both,92.3,6.69e-143,92.3,9.00e-139
n25,n31,both,99.2,1.88e-153,99.2,2.53e-149
n25,n32,both,49.0,5.29e-80,49.0,7.13e-76
n25,n33,both,56.7,4.93e-86,56.7,6.63e-82
n25,n34,both,56.0,1.10e-85,56.0,1.48e-81
n25,n36,both,47.7,6.21e-68,47.7,8.37e-64
n25,n4,both,46.8,1.70e-70,48.8,2.06e-67
n25,n41,both,43.9,2.89e-65,43.9,3.89e-61
n25,n42,both,45.8,4.02e-75,45.8,5.41e-71
n25,n43,both,38.8,2.07e-55,38.8,2.79e-51
n25,n44,both,92.7,6.68e-163,92.7,9.00e-159
n25,n45,both,99.0,2.89e-174,99.0,3.89e-170
n25,n46,both,92.7,6.68e-163,92.7,9.00e-159
n25,n47,both,47.6,1.13e-69,47.6,1.53e-65
n25,n5,both,59.8,1.68e-97,59.8,2.26e-93
n25,n50,both,34.9,3.08e-34,33.9,3.17e-30
n25,n51,both,47.5,2.21e-73,47.5,2.97e-69
n25,n52,both,67.3,2.82e-101,67.3,3.80e-97
n25,n53,both,67.2,3.68e-101,67.2,4.96e-97
n25,n54,both,64.1,3.21e-97,64.1,4.33e-93
n25,n55,both,54.8,9.65e-78,54.8,1.30e-73
n25,n56,both,55.1,1.94e-78,55.1,2.62e-74
n25,n57,both,55.5,8.73e-79,55.5,1.18e-74
n25,n58,both,52.5,7.03e-80,52.5,9.53e-76
n25,n59,both,47.1,2.67e-71,47.1,3.59e-67
n25,n6,both,58.1,4.88e-97,59.4,3.85e-93
n25,n60,both,47.0,5.82e-66,47.0,7.83e-62
n25,n61,both,42.3,3.77e-65,42.3,5.08e-61
n25,n62,both,62.4,3.06e-95,62.4,4.11e-91
n25,n63,both,30.1,1.04e-24,30.1,1.40e-20
n25,n64,both,64.3,7.86e-96,64.3,1.06e-91
n25,n66,both,46.5,1.53e-74,46.5,2.06e-70
n25,n67,both,35.7,9.37e-32,35.7,1.26e-27
n25,n68,both,48.5,6.62e-78,49.0,5.23e-74
n25,n69,both,57.6,1.12e-87,57.6,1.50e-83
