node_id,sequence_md5,accession,accession_all,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0035,1101bda63c95a021aad8d9924dfba646,ALS54749.1,ALS54749.1,C009,5,528,Chath_Est1,Hungatella hathewayi,,
m0403,de5188fe17cc9552eecfc6b69179e19d,ALS54749.1,ALS54749.1,C009,5,520,Chath_Est1,Clostridium hathewayi DSM-13479,23,3.40.50.1820
m0415,e49911a7e5738e9056e9fb9c5a9aa7ae,BAA76305.1,BAA76305.1,C009,5,548,PudA,Comamonas acidovorans TB-35,23,3.40.50.1820
m0311,ae6cbacf6d3d769dff0a3b8f7cedca64,CAA34684,CAA34684,C009,5,538,CRL,Diutina rugosa,,
m0473,fe1766a388c03c1e83be5dd8c749ba4b,L0EF70,L0EF70;WP_015255658,C009,5,508,Tcca,Thermobacillus composti KWC4,23,3.40.50.1820
m0448,f0ef5b5426c1171b0f229df593d4d810,P20261,P20261,C009,5,549,Lip1; Lip5,Diutina (Candida) rugosa,23,3.40.50.1820
m0156,572db808330016b2e517a2e6db0d8477,UNZ81746,UNZ81746;UNZ81746.1,C009,5,314,IS10,Chloroflexi bacterium,23,3.40.50.1820
m0176,63f3bcdf9d4e41b30836917c8f069d43,UNZ81748,UNZ81748;UNZ81748.1,C009,5,318,IS12,Chloroflexi bacterium,23,3.40.50.1820
m0174,61d801881a590b1495fd2352c700c042,WDT94064,WDT94064,C009,5,352,TA21,Thermoleophilum album,,
m0458,f768e32a79d0b17b006886911c31b36d,WID88783,WID88783;WID88783.1,C009,5,462,Dkca1,Dietzia kunjamensis,23,3.40.50.1820
m0258,8f7ceab2fc48801f9eff4ec96dd6b2b3,WP_041847557,WP_041847557;WP_041847557.1,C009,5,491,Est18_23,Caldibacillus thermoamylovorans,23,3.40.50.1820
m0074,2aefc1d9f667923f2f590677c9bd72d3,YNP6_02150,YNP6_02150,C009,5,565,Enzyme 102 like,Metagenome,23,3.40.50.1820
m0064,23af3c0ada6021e4452780933588e6da,YNPsite06_CeleraDRAFT_263770,YNPsite06_CeleraDRAFT_263770,C009,5,613,Enzyme 101 like,Metagenome,23,3.40.50.1820
m0299,a4c818ade03b8dd4ac34b64a7842f3ec,AAR25849.1,AAR25849.1,C017,6,397,LCP_STRK3,Streptomyces sp. K30,,
m0107,3d98c4ffc15561968b8fbb11d2ed071a,AFA76036.1,AFA76036.1;H6N4Z1,C017,6,388,Lcp2VH2,Gordonia polyisoprenivorans,16,NA
m0053,198d14bb37149debc526a3f90e777956,H6N162,H6N162;WP_006368739.1,C017,6,407,Lcp1VH2,Gordonia polyisoprenivorans,16,NA
m0271,95d1e9d1e5c89ada66637cb1f2c7e05e,MT664881,MT664881;WP_189902969.1,C017,6,410,Lcp1,Streptomyces sp. AC04842,16,NA
m0185,67b4409cf7dfe74bbb08798733600bfc,MT664882,MT664882;WP_254586337.1,C017,6,407,Lcp2,Streptomyces sp. AC04842,16,NA
m0006,024678fb7e5f5a204647fd2d1e393aab,Q3L8N0,Q3L8N0,C017,6,407,LCP_STRK3,Streptomyces sp. K30,16,NA
m0148,51637a74ae9efe92560e94b5e2bc6178,UFE15760.1,UFE15760.1,C017,6,410,Lcp1,Microtetraspora sp. AC03309,,
m0429,e9d33ca1cec72c417998b92e1bde3263,UFE15761.1,UFE15761.1,C017,6,409,Lcp2,Microtetraspora sp. AC03309,,
m0087,316e87e4b339708fb285d715f460c8d2,UFE15762.1,UFE15762.1,C017,6,406,lcp1,,,
m0041,14c85d0adef7eb6df5a6ed35c4a73ba8,UFE15763.1,UFE15763.1,C017,6,402,lcp2,,,
m0345,c08f82b42046b09e9b8187331726a4f0,UFE15764.1,UFE15764.1,C017,6,399,lcp3,,,
m0017,0ac767e72406f2fc0cf50fd9008e6f16,A0A291HVH1,A0A291HVH1;ATG80622.1,C008,7,385,LP175,Laceyella sacchari,21,3.40.50.1820
m0127,476b1b64d6172e51befe003e4e5d70cb,BAU20375,BAU20375,C008,7,386,PAM,Actinomadura keratinilytica,,
m0105,3ccbadd7e660120a138f6df238b1b9ae,CAA32820.1,CAA32820.1;P06873,C008,7,384,Proteinase K,Parengyodontium album,21,3.40.50.1820
m0355,c481f69d5a5519d8ed15b1c1254b764d,CAB56500,CAB56500,C008,7,379,Subtilisin SubC,Bacillus licheniformis,,
m0347,c119a9b5c297563dbef710cd0dfbaa94,P00780,P00780,C008,7,379,Subtilisin; subC,Lederbergia (Bacillus) licheniformis,21,3.40.50.1820
m0352,c2dc98ad498bf96179a52733ac69516e,P29599,P29599,C008,7,269,Subtilisin BL,Lederbergia (Bacillus) lentus,21,3.40.50.1820
m0150,5353a76b2d62b148881304e276a3a0e0,P29600,P29600,C008,7,269,Subtilisin; Savinase,Lederbergia (Bacillus) lentus,21,3.40.50.1820
m0124,462d8720dba9f954496a198bf18ce71c,WP_378272130.1,WP_378272130.1,C008,7,386,serineprotease,Actinomadura keratinilytica,,
m0275,970357e6455a991c27de46edeee96a39,A4UZ10,AB302136; A4UZ10;BAF57210.1,C010,8,431,PlaM4 depolymerase,Metagenome,25,3.40.50.1820
m0340,bfc457646ef92b3c1ed060f134602fba,A4UZ11,A4UZ11,C010,8,419,PlaM5 depolymerase,Metagenome,25,3.40.50.1820
m0449,f21de0ea2dcb603946ac9638d3076b59,AKZ20828.1,AKZ20828.1,C010,8,452,Cbotu_EstA,Clostridium botulinum ATCC3502,25,3.40.50.1820
m0300,a4cafac901140b6b19f1c384d078b5d5,AKZ20829.1,AKZ20829.1,C010,8,400,Cbotu_EstB,Clostridium botulinum ATCC3502,25,3.40.50.1820
m0298,a436d17bdfc2c17a51007a01c569dc7a,EIW29778.1,EIW29778.1,C010,8,402,PFL1,Pelosinus fermentans DSM-17108,25,3.40.50.1820
m0232,7f7526ac0c7c4c8440ba6812322c88d5,WP_108898452,WP_108898452;WP_108898452.1,C010,8,417,Lip4_120,Caldibacillus thermoamylovorans,25,3.40.50.1820
m0030,0ff17ebdb173018728d2219bcd5f4e38,AAA21974.1,AAA21974.1,C012,9,488,PhaZAfa,Alcaligenes faecalis,,
m0170,6012a802711a9bb008ee0895a518a5a0,AAA65705.1,AAA65705.1;Q51871,C012,9,433,PhaZ5,Paucimonas lemoignei,30,3.40.50.1820
m0383,d39f4e4eb5bc5b5de87a6807337446ec,B2NHN2,B2NHN2;BAG32152.1,C012,9,339,PHAase,Talaromyces funiculosus,27,3.40.50.1820
m0431,eaea73ed1586531b0f860ec8e714f64e,BAA19791.1,BAA19791.1,C012,9,494,PhaZcac,,,
m0173,61a4ab03c350b74dc8e27682811b973f,P94146,P94146,C012,9,635,PhaZAfa,Alcaligenes faecalis,30,3.40.50.1820
m0398,da74b7409b4c0618cc66c7787e557585,AAD22743.1,AAD22743.1,C015,10,617,PueA,Pseudomonas chloroaphis,4,3.40.50.1820
m0342,c02edb9924a7f5bcd356a4cb811dd674,AAF01331.1,AAF01331.1,C015,10,567,PueB,Pseudomonas chloroaphis,4,3.40.50.1820
m0169,5fa3e19ca90991487c80ed55e34da806,AAF66684.1,AAF66684.1,C015,10,451,PulA,Pseudomonas fluorescens,4,3.40.50.1820
m0025,0d26a77d2ffda03e4582e295927066c6,AAY92471.1,AAY92471.1;WP_011061486.1,C015,10,617,PueA,Pseudomonas protegens strain Pf-5,4,3.40.50.1820
m0370,cb8ee61f26429b3ce6a175e6f02222ef,AAY92474.2,AAY92474.2;WP_011061489.1,C015,10,561,PueB,Pseudomonas protegens strain Pf-5,4,3.40.50.1820
m0116,426c9c3680fe7091b7e6f1c7a0f7e7d3,AAP85930.1,AAP85930.1;Q7WXF6,C016,11,245,PhaZ4,Cuprivadus necator ATC17699,3,3.40.50.1820
m0090,32320ea9636947aaaa29de601c9a9fa4,Q0K2G9,Q0K2G9;WP_011616952.1,C016,11,407,PhaZ5,Cuprivadus necator ATC17699,3,3.40.50.1820
m0454,f3019f8a82e15ef9ac9ed61f6a611c97,Q0K4D5,Q0K4D5;WP_011616504.1,C016,11,412,PhaZ3,Cuprivadus necator ATC17699,3,3.40.50.1820
m0256,8b6e9ddd1da10e1d0d3c47e2aeaaba85,Q0K7T2,Q0K7T2;WP_010813770.1,C016,11,404,PhaZ2,Cuprivadus necator ATC17699,3,3.40.50.1820
m0069,263b6d9cf1f73ddee6c8d0410fdaf229,Q0KCI0,Q0KCI0;WP_011614907.1,C016,11,419,PhaZ1,Cuprivadus necator ATC17699,3,3.40.50.1820
m0036,11448cbf80389c1a758d8dfcba90907c,A0A1E1FNX8,A0A1E1FNX8;BAV72205.1,C005,12,215,PBATHBp,Bacillus pumilus,26,3.40.50.1820
m0009,067e281972e92f24fb345ef6c8870caa,APJ12152,APJ12152;APJ12152.1,C005,12,215,LipMRD9,Bacillus safensis,26,3.40.50.1820
m0372,cbe6e6c036ad8643698609d6a197ff5d,BAC67195.1,BAC67195.1;Q83VDO,C005,12,201,PLaA,Paenibacillus amylolyticus TB13,26,3.40.50.1820
m0165,5c6047089b459f01b0f48bd717dcdfc0,WAT79796.1,WAT79796.1,C005,12,213,TGL,Bacillus safensis,,
m0344,c07da837b710b266f98b045916b5543a,ABY53108.1,ABY53108.1;B0FLR6,C019,13,241,PLase2,Amycolatopsis (Nocardia) orientalis,11,2.40.10.10
m0470,fceeefb59ad5e778ca5e914e61d0c945,P00761.1,P00761.1,C019,13,231,Trypsin,Sus scrofa,,
m0046,167f1e4e4481dfb27bd087d9b3902929,Q75UA4,Q75UA4,C019,13,238,PLAase,Amycolatopsis (Nocardia) sp. strain K104-1,11,2.40.10.10
m0108,3daf95d51a344e67e10dd0832d970bba,WP_037320891.1,WP_037320891.1,C019,13,245,PLAase I,Amycolatopsis orientalis,,
m0181,6501b0257cf940e7d8aa9266fd92aaa1,ACY56506.1,ACY56506.1;GU116480,C022,14,283,PURase,Microbacterium hydrocarbonoxydans,22,3.40.50.1820
m0071,2952634441666dbdb22a48ce9cde12c5,CEE00769.1,CEE00769.1;WP_034768559.1,C022,14,266,Est8_89,Caldibacillus thermoamylovorans,22,3.40.50.1820
m0247,85933cc8711bcbd2db56860adfb2fd54,"Chen, 2024","Chen, 2024",C022,14,276,phaZ-like,Cuprivadus necator ATC17699,22,3.40.50.1820
m0229,7d43cc8143961b92bacba0d218fe7818,WDT94443,WDT94443,C022,14,321,TA26,Thermoleophilum album,,
m0286,9c7dbb673a1f18286b846d8354918b3d,A0A1S6Q8F9,A0A1S6Q8F9;AQV11968.1,C007,15,681,RoxB,Steroidobacter cummioxidans 35Y,15,NA
m0246,84ba28218df106867af936d87aba63b4,AAP41848.1,AAP41848.1;Q7X0P3,C007,15,678,RoxA,Steroidobacter cummioxidans 35Y,15,NA
m0012,073907a632be32c5b92c8381c4de0c90,LC073705,LC073705;WP_085748997.1,C007,15,679,LatA,R. gummiphilus NS21,15,NA
m0147,512b62a8993ab9e45d25bcdfa650b798,7C2A_A,7C2A_A,C002,16,191,E4,Altericroceibacterium indicum,,
m0135,4b50fcb2d78d50a7f5693abba7e356b1,W6R2Y2,W6R2Y2;WP_003460012.1,C002,16,201,lip1; Mors1,Ectopseudomonas oleovorans,17,TBDX
m0126,46e18f09ca1ffe3e4eda0f6cae364c1e,A0A080NJE8,A0A080NJE8;WP_034398300.1,C004,17,734,PhaZCac,Commamonas acidivorans YM1609,28,3.40.50.1820
m0462,f972c4fe64b984d09a783a3fcdfb3199,Q0K9H3,Q0K9H3;WP_011615575.1,C004,17,718,PhaY1,Cuprivadus necator ATC17699,28,3.40.50.1820
m0023,0ce515d8f0c2a6b72722a127e726b8d7,A4UZ12,AB302138; A4UZ12;BAF57212.1,C011,18,283,PlaM7 depolymerase,Metagenome,5,3.40.50.1820
m0217,77b3eb7d458379633a6175152729a2e8,A4UZ13,A4UZ13,C011,18,283,PlaM8 depolymerase,Metagenome,5,3.40.50.1820
m0051,18de7a550936804f8be57fdf26a8e0e3,ABY67151.1,ABY67151.1,C020,19,176,PLAase III,Amycolatopsis orientalis,,
m0182,659a58dc5abc0fd64c7c7e596bb56dd4,B0FY08,B0FY08,C020,19,364,PLase3,Amycolatopsis (Nocardia) orientalis,12,2.40.10.10
m0295,a231cf4880bedee499375b591f4c7cfc,AII11185,AII11185,C025,20,516,LMC021,Rhodococcus opacus R7,14,2.60.40.420
m0137,4be16a85172c726f7f8d6dbd2053955f,AII11221,AII11221,C025,20,348,LMC031,Rhodococcus opacus R7,14,2.60.40.420
m0436,ec89fcce3f831d4efa72c84c4ac889ee,CAA24927.1,CAA24927.1;NYLB_FLASK,C031,21,392,NylB,Paenarthrobacter ureafaciens K172,42,3.40.710.10
m0421,e58fe1dc5273be59865137941bcdaa35,CAA26616.1,CAA26616.1,C031,21,392,NylB',Paenarthrobacter ureafaciens,,
m0365,c96dbeb66cbc47f7911296f991cdfb8d,Q0JYJ1,Q0JYJ1;WP_011617846.1,C038,22,365,PhaZ7,Cuprivadus necator ATC17699,31,3.40.50.1820
m0134,4b02a9379189f4f3f4a6d2b07ad427c9,Q0JZG9,Q0JZG9;WP_010811062.1,C038,22,362,PhaZ6,Cuprivadus necator ATC17699,31,3.40.50.1820
m0309,ab6b2d53513cc127c20db4ff15e7a322,Q0VLQ1,Q0VLQ1;WP_011589723.1,C040,23,305,"ABO2449, esterase",Alcanivorax borkumensis,32,3.40.50.1820
m0151,546363f6f7e62663a681aa0546a7c08c,WDT94189,WDT94189,C040,23,296,TA29,Thermoleophilum album,,
m0402,dd7528addd91f972769d7e42c16b53cd,AAA33742.1,AAA33742.1,C014,24,378,MnP,,,
m0395,d8bf4c4b8965f1f5509d077b1db637c5,AB302140,AB302140;BAF57214.1,C018,25,338,PlaM9 depolymerase,Metagenome,40,3.40.50.1820
m0326,b6f8363af9f6b89b71da887bdc4c3060,ACD16728.1,ACD16728.1;WP_012433325.1,C021,26,316,PURase,Burkholderia phytofirmans DSM17436,19,TBDZ
m0338,be7dd8f21d1b03631b329ecc8c66318e,AGT96414.1,AGT96414.1,C023,27,390,MGS0105 (KC986400),Marine metagenome,8,3.40.710.10
m0351,c2610dc7556aacd9a00bede53a3a5ef9,AHG30919.1,AHG30919.1,C024,28,414,MGS0010 (KF801579),Marine metagenome,41,3.40.710.10
m0094,342ff8b50fc233be7b68dc6cd032d5a7,AKJ87250,AKJ87250;KP347755.1,C026,29,411,MGS0084,Metagenome,18,TBDY
m0234,81a9df90765d3ca5a2dbd97ac8fe0e4f,AKJ87264,AKJ87264,C027,30,421,MGS0156,Metagenome,24,3.40.50.1820
m0276,9779282f44f5947a072f15c26945d21a,BAA32541.1,BAA32541.1;O82950,C028,31,576,PhaZst,Pseudomonas stutzeri,29,3.40.50.1820
m0227,7d1184184e0086123cd94070ab861eb2,BAD07474.1,BAD07474.1,C029,32,437,Nepenthesin-1,Nepenthes distillatoria,,
m0166,5cee52f57ef4e114863f6926cabdca90,BEG79545,BEG79545,C030,33,716,PA4-degrading enzyme,Pseudoalteromonas sp.,,
m0359,c5c958d03feed023c70aead575ffd575,CAA83122.1,CAA83122.1;LIPB_PSEA2,C032,34,342,lipase B; CalB,Pseudozyma antarctica,7,3.40.50.1820
m0287,9d30a8d3a59a8932a82976151ee0fdf1,GxsBSedJan11_10251181,GxsBSedJan11_10251181,C033,35,335,Enzyme 305 like,Metagenome,35,3.40.50.1820
m0349,c1a1ed20efb294068bc8e1483c391d0c,MSQ87502.1,MSQ87502.1,C034,36,326,APET-23,Alphaproteobacteria bacterium,,
m0055,1dac4ce79e11274c7297487b461232e1,NP_390179.1,NP_390179.1,C035,37,259,BsMPPE,Bacillus subtilis,,
m0237,829800eec935d841bf6bcc8772be89b2,NP_999368.1,NP_999368.1,C036,38,112,porcine pancreatic lipase,Sus scrofa,,
m0024,0d1c7296209804664d2da95c23eea089,P08684.4,P08684.4,C037,39,503,CYP450,Homo sapiens,,
m0042,15317ec096461afae2a6111e17b27633,Q0KBZ6,Q0KBZ6;WP_011615004.1,C039,40,293,PhaY2,Cuprivadus necator ATC17699,33,3.40.50.1820
m0210,7452d6761b99d133be32ee4b17239cd1,Q6N9M9,Q6N9M9; RPA1511;WP_011157072.1,C041,41,295,"RPA1511, esterase",Rhodopseudomonas palustris,6,3.40.50.1820
m0015,085add734f10d1917f9638347ab618d2,Q939Q9,Q939Q9;WP_132259156.1,C042,42,380,PhaZ7,Paucimonas lemoignei,34,3.40.50.1820
m0038,12efbdad63de5275909365067113db41,UNZ81747,UNZ81747;UNZ81747.1,C043,43,455,IS113,Dehalococcoidia bacterium,43,3.40.710.10
m0068,263a6865371a5e0924e53280192fa035,WP_034767800,WP_034767800;WP_034767800.1,C044,44,240,Ces19_14,Caldibacillus thermoamylovorans,36,3.40.50.1820
m0422,e5a559b306f8a40b94d6844216b41307,WP_041846030,WP_041846030;WP_041846030.1,C045,45,256,Est11_32,Caldibacillus thermoamylovorans,37,3.40.50.1820
m0139,4c93b29cd359ce02e9f06d853bb00619,WP_085690612,WP_085690612,C046,46,218,MG8,Pseudomonas sp.,38,3.40.50.1820
m0063,228edba5269227f472a446139a646369,WP_108898647,WP_108898647;WP_108898647.1,C047,47,249,Ces39_5,Caldibacillus thermoamylovorans,39,3.40.50.1820
