node_id,sequence_md5,accession,accession_all,component_id,size_rank,sequence_length,enzyme_name,organism,v1_component,cath
m0306,a4c818ade03b8dd4ac34b64a7842f3ec,AAR25849.1,AAR25849.1,C011,6,397,LCP_STRK3,Streptomyces sp. K30,,
m0109,3d98c4ffc15561968b8fbb11d2ed071a,AFA76036.1,AFA76036.1,C011,6,388,Lcp2VH2,Gordonia polyisoprenivorans,16,NA
m0006,024678fb7e5f5a204647fd2d1e393aab,Q3L8N0.2,Q3L8N0.2,C011,6,407,LCP_STRK3,Streptomyces sp. K30,16,NA
m0153,51637a74ae9efe92560e94b5e2bc6178,UFE15760.1,UFE15760.1,C011,6,410,Lcp1,Microtetraspora sp. AC03309,,
m0443,e9d33ca1cec72c417998b92e1bde3263,UFE15761.1,UFE15761.1,C011,6,409,Lcp2,Microtetraspora sp. AC03309,,
m0090,316e87e4b339708fb285d715f460c8d2,UFE15762.1,UFE15762.1,C011,6,406,lcp1,,,
m0043,14c85d0adef7eb6df5a6ed35c4a73ba8,UFE15763.1,UFE15763.1,C011,6,402,lcp2,,,
m0357,c08f82b42046b09e9b8187331726a4f0,UFE15764.1,UFE15764.1,C011,6,399,lcp3,,,
m0055,198d14bb37149debc526a3f90e777956,WP_006368739.1,WP_006368739.1,C011,6,407,Lcp1VH2,Gordonia polyisoprenivorans,16,NA
m0279,95d1e9d1e5c89ada66637cb1f2c7e05e,WP_189902969.1,WP_189902969.1,C011,6,410,Lcp1,Streptomyces sp. AC04842,16,NA
m0190,67b4409cf7dfe74bbb08798733600bfc,WP_254586337.1,WP_254586337.1,C011,6,407,Lcp2,Streptomyces sp. AC04842,16,NA
m0018,0ac767e72406f2fc0cf50fd9008e6f16,ATG80622.1,ATG80622.1,C023,7,385,LP175,Laceyella sacchari,21,3.40.50.1820
m0129,476b1b64d6172e51befe003e4e5d70cb,BAU20375,BAU20375,C023,7,386,PAM,Actinomadura keratinilytica,,
m0107,3ccbadd7e660120a138f6df238b1b9ae,CAA32820.1,CAA32820.1,C023,7,384,Proteinase K,Parengyodontium album,21,3.40.50.1820
m0367,c481f69d5a5519d8ed15b1c1254b764d,CAB56500,CAB56500,C023,7,379,Subtilisin SubC,Bacillus licheniformis,,
m0359,c119a9b5c297563dbef710cd0dfbaa94,P00780.2,P00780.2,C023,7,379,Subtilisin; subC,Lederbergia (Bacillus) licheniformis,21,3.40.50.1820
m0364,c2dc98ad498bf96179a52733ac69516e,P29599,P29599,C023,7,269,Subtilisin BL,Lederbergia lenta,21,3.40.50.1820
m0155,5353a76b2d62b148881304e276a3a0e0,P29600,P29600,C023,7,269,Subtilisin Savinase,Lederbergia lenta,21,3.40.50.1820
m0126,462d8720dba9f954496a198bf18ce71c,WP_378272130.1,WP_378272130.1,C023,7,386,serineprotease,Actinomadura keratinilytica,,
m0463,f21de0ea2dcb603946ac9638d3076b59,AKZ20828.1,AKZ20828.1,C021,8,452,Cbotu_EstA,Clostridium botulinum,25,3.40.50.1820
m0307,a4cafac901140b6b19f1c384d078b5d5,AKZ20829.1,AKZ20829.1,C021,8,400,Cbotu_EstB,Clostridium botulinum,25,3.40.50.1820
m0282,970357e6455a991c27de46edeee96a39,BAF57210.1,BAF57210.1,C021,8,431,PlaM4,PLA disk compost metagenome,25,3.40.50.1820
m0352,bfc457646ef92b3c1ed060f134602fba,BAF57211.1,BAF57211.1,C021,8,419,PlaM5 depolymerase,Metagenome,25,3.40.50.1820
m0305,a436d17bdfc2c17a51007a01c569dc7a,EIW29778.1,EIW29778.1,C021,8,402,PFL1,Pelosinus fermentans,25,3.40.50.1820
m0236,7f7526ac0c7c4c8440ba6812322c88d5,WP_108898452,WP_108898452,C021,8,417,Lip4_120,Caldibacillus thermoamylovorans,25,3.40.50.1820
m0004,01d9529bef2a8dc5220ebb00fe475a02,,,C021,8,417,JW45_1534,,,
m0031,0ff17ebdb173018728d2219bcd5f4e38,AAA21974.1,AAA21974.1,C005,9,488,PhaZAfa,Alcaligenes faecalis,,
m0175,6012a802711a9bb008ee0895a518a5a0,AAA65705.1,AAA65705.1,C005,9,433,PhaZ5,Paucimonas lemoignei,30,3.40.50.1820
m0445,eaea73ed1586531b0f860ec8e714f64e,BAA19791.1,BAA19791.1,C005,9,494,PhaZcac,,,
m0394,d39f4e4eb5bc5b5de87a6807337446ec,BAG32152.1,BAG32152.1,C005,9,339,PHB depolymerase,Talaromyces funiculosus,27,3.40.50.1820
m0178,61a4ab03c350b74dc8e27682811b973f,P94146,P94146,C005,9,635,PhaZAfa,Alcaligenes faecalis,30,3.40.50.1820
m0410,da74b7409b4c0618cc66c7787e557585,AAD22743.1,AAD22743.1,C008,10,617,LipasePueA,Pseudomonas chlororaphis,4,3.40.50.1820
m0354,c02edb9924a7f5bcd356a4cb811dd674,AAF01331.1,AAF01331.1,C008,10,567,LipasePueB,Pseudomonas chlororaphis,4,3.40.50.1820
m0174,5fa3e19ca90991487c80ed55e34da806,AAF66684.1,AAF66684.1,C008,10,451,EsterasePulA,Pseudomonas fluorescens,4,3.40.50.1820
m0026,0d26a77d2ffda03e4582e295927066c6,WP_011061486.1,WP_011061486.1,C008,10,617,PueA,Pseudomonas protegens,4,3.40.50.1820
m0381,cb8ee61f26429b3ce6a175e6f02222ef,WP_011061489.1,WP_011061489.1,C008,10,561,PueB,Pseudomonas protegens,4,3.40.50.1820
m0118,426c9c3680fe7091b7e6f1c7a0f7e7d3,AAP85930.1,AAP85930.1,C010,11,245,PhaZ4,Cupriavidus necator,3,3.40.50.1820
m0263,8b6e9ddd1da10e1d0d3c47e2aeaaba85,WP_010813770.1,WP_010813770.1,C010,11,404,PhaZ2,Cupriavidus necator,3,3.40.50.1820
m0071,263b6d9cf1f73ddee6c8d0410fdaf229,WP_011614907.1,WP_011614907.1,C010,11,419,PhaZ1,Cupriavidus necator,3,3.40.50.1820
m0468,f3019f8a82e15ef9ac9ed61f6a611c97,WP_011616504.1,WP_011616504.1,C010,11,412,PhaZ3,Cupriavidus necator,3,3.40.50.1820
m0093,32320ea9636947aaaa29de601c9a9fa4,WP_011616952.1,WP_011616952.1,C010,11,407,PhaZ5,Cupriavidus necator,3,3.40.50.1820
m0009,067e281972e92f24fb345ef6c8870caa,APJ12152,APJ12152,C022,12,215,LipMRD9,Bacillus safensis,26,3.40.50.1820
m0383,cbe6e6c036ad8643698609d6a197ff5d,BAC67195.1,BAC67195.1,C022,12,201,PLaA,Paenibacillus amylolyticus,26,3.40.50.1820
m0037,11448cbf80389c1a758d8dfcba90907c,BAV72205.1,BAV72205.1,C022,12,215,PBATHBp,Bacillus pumilus,26,3.40.50.1820
m0170,5c6047089b459f01b0f48bd717dcdfc0,WAT79796.1,WAT79796.1,C022,12,213,TGL,Bacillus safensis,,
m0074,2907a9f9131390b753aa9953740df710,,,C022,12,204,JW44_1708,,,
m0356,c07da837b710b266f98b045916b5543a,ABY53108.1,ABY53108.1,C012,13,241,PLAase II,Amycolatopsis orientalis,11,2.40.10.10
m0483,fceeefb59ad5e778ca5e914e61d0c945,P00761.1,P00761.1,C012,13,231,Trypsin,Sus scrofa,,
m0048,167f1e4e4481dfb27bd087d9b3902929,Q75UA4,Q75UA4,C012,13,238,PLAase,Amycolatopsis (Nocardia) sp. strain K104-1,11,2.40.10.10
m0110,3daf95d51a344e67e10dd0832d970bba,WP_037320891.1,WP_037320891.1,C012,13,245,PLAase I,Amycolatopsis orientalis,,
m0186,6501b0257cf940e7d8aa9266fd92aaa1,ACY56506.1,ACY56506.1,C014,14,283,Amidase,Microbacterium hydrocarbonoxydans,22,3.40.50.1820
m0233,7d43cc8143961b92bacba0d218fe7818,WDT94443,WDT94443,C014,14,321,TA26,Thermoleophilum album,,
m0253,85933cc8711bcbd2db56860adfb2fd54,WP_013956815.1,WP_013956815.1,C014,14,276,phaZ-like,Cuprivadus necator ATC17699,22,3.40.50.1820
m0075,2952634441666dbdb22a48ce9cde12c5,WP_034768559.1,WP_034768559.1,C014,14,266,Est8_89,Caldibacillus thermoamylovorans,22,3.40.50.1820
m0252,84ba28218df106867af936d87aba63b4,AAP41848.1,AAP41848.1,C009,15,678,RoxA,Steroidobacter cummioxidans,15,NA
m0294,9c7dbb673a1f18286b846d8354918b3d,AQV11968.1,AQV11968.1,C009,15,681,RoxB,Steroidobacter cummioxidans,15,NA
m0013,073907a632be32c5b92c8381c4de0c90,WP_085748997.1,WP_085748997.1,C009,15,679,LatA,Piscinibacter gummiphilus,15,NA
m0152,512b62a8993ab9e45d25bcdfa650b798,7C2A_A,7C2A_A,C002,16,191,E4,Altericroceibacterium indicum,,
m0138,4b50fcb2d78d50a7f5693abba7e356b1,WP_003460012.1,WP_003460012.1,C002,16,201,PpEst,Ectopseudomonas oleovorans,17,TBDX
m0053,18de7a550936804f8be57fdf26a8e0e3,ABY67151.1,ABY67151.1,C013,17,176,PLAase III,Amycolatopsis orientalis,,
m0187,659a58dc5abc0fd64c7c7e596bb56dd4,WP_044849715.1,WP_044849715.1,C013,17,364,PLase3,Amycolatopsis (Nocardia) orientalis,12,2.40.10.10
m0302,a231cf4880bedee499375b591f4c7cfc,AII11185.1,AII11185.1,C018,18,516,LMC021,Rhodococcus opacus R7,14,2.60.40.420
m0141,4be16a85172c726f7f8d6dbd2053955f,AII11221.1,AII11221.1,C018,18,348,LMC031,Rhodococcus opacus R7,14,2.60.40.420
m0024,0ce515d8f0c2a6b72722a127e726b8d7,BAF57212.1,BAF57212.1,C026,19,283,PlaM7,PLA disk compost metagenome,5,3.40.50.1820
m0222,77b3eb7d458379633a6175152729a2e8,BAF57213.1,BAF57213.1,C026,19,283,PlaM8 depolymerase,Metagenome,5,3.40.50.1820
m0451,ec89fcce3f831d4efa72c84c4ac889ee,CAA24927.1,CAA24927.1,C029,20,392,NylB,Paenarthrobacter ureafaciens,42,3.40.710.10
m0434,e58fe1dc5273be59865137941bcdaa35,CAA26616.1,CAA26616.1,C029,20,392,NylB',Paenarthrobacter ureafaciens,,
m0156,546363f6f7e62663a681aa0546a7c08c,WDT94189,WDT94189,C035,21,296,TA29,Thermoleophilum album,,
m0319,ab6b2d53513cc127c20db4ff15e7a322,WP_011589723.1,WP_011589723.1,C035,21,305,ABO2449,Alcanivorax borkumensis,32,3.40.50.1820
m0137,4b02a9379189f4f3f4a6d2b07ad427c9,WP_010811062.1,WP_010811062.1,C036,22,362,PhaZd1,Cupriavidus necator,31,3.40.50.1820
m0376,c96dbeb66cbc47f7911296f991cdfb8d,WP_011617846.1,WP_011617846.1,C036,22,365,PhaZ Sa,Cupriavidus necator,31,3.40.50.1820
m0476,f972c4fe64b984d09a783a3fcdfb3199,WP_011615575.1,WP_011615575.1,C039,23,718,PhaY1(PhaZ2),Cupriavidus necator,28,3.40.50.1820
m0128,46e18f09ca1ffe3e4eda0f6cae364c1e,WP_034398300.1,WP_034398300.1,C039,23,734,PhaZCac,Delftia acidovorans,28,3.40.50.1820
m0415,dd7528addd91f972769d7e42c16b53cd,AAA33742.1,AAA33742.1,C007,24,378,MnP,,,
m0350,be7dd8f21d1b03631b329ecc8c66318e,AGT96414.1,AGT96414.1,C016,25,390,MGS0105,Marine metagenome,8,3.40.710.10
m0363,c2610dc7556aacd9a00bede53a3a5ef9,AHG30919.1,AHG30919.1,C017,26,414,MGS0010,Marine metagenome,41,3.40.710.10
m0097,342ff8b50fc233be7b68dc6cd032d5a7,AKJ87250,AKJ87250,C019,27,411,MGS0084,Environmental metagenome,18,TBDY
m0238,81a9df90765d3ca5a2dbd97ac8fe0e4f,AKJ87264,AKJ87264,C020,28,421,MGS0156,Environmental metagenome,24,3.40.50.1820
m0284,9779282f44f5947a072f15c26945d21a,BAA32541.1,BAA32541.1,C024,29,576,PhaZpst,Stutzerimonas stutzeri,29,3.40.50.1820
m0231,7d1184184e0086123cd94070ab861eb2,BAD07474.1,BAD07474.1,C025,30,437,Nepenthesin-1,Nepenthes distillatoria,,
m0407,d8bf4c4b8965f1f5509d077b1db637c5,BAF57214.1,BAF57214.1,C027,31,338,PlaM9,PLA disk compost metagenome,40,3.40.50.1820
m0171,5cee52f57ef4e114863f6926cabdca90,BEG79545,BEG79545,C028,32,716,PA4-degrading enzyme,Pseudoalteromonas sp.,,
m0370,c5c958d03feed023c70aead575ffd575,CAA83122.1,CAA83122.1,C030,33,342,CalB,Moesziomyces antarcticus,7,3.40.50.1820
m0057,1dac4ce79e11274c7297487b461232e1,NP_390179.1,NP_390179.1,C031,34,259,BsMPPE,Bacillus subtilis,,
m0241,829800eec935d841bf6bcc8772be89b2,NP_999368.1,NP_999368.1,C032,35,112,porcine pancreatic lipase,Sus scrofa,,
m0025,0d1c7296209804664d2da95c23eea089,P08684.4,P08684.4,C033,36,503,CYP450,Homo sapiens,,
m0039,12efbdad63de5275909365067113db41,UNZ81747.1,UNZ81747.1,C034,37,455,IS11,Dehalococcoidia bacterium,43,3.40.710.10
m0214,7452d6761b99d133be32ee4b17239cd1,WP_011157072.1,WP_011157072.1,C037,38,295,RPA1511,Rhodopseudomonas palustris,6,3.40.50.1820
m0044,15317ec096461afae2a6111e17b27633,WP_011615004.1,WP_011615004.1,C038,39,293,PhaY2,Cupriavidus necator,33,3.40.50.1820
m0338,b6f8363af9f6b89b71da887bdc4c3060,WP_012433325.1,WP_012433325.1,C040,40,316,Amidase,Paraburkholderia phytofirmans,19,TBDZ
m0070,263a6865371a5e0924e53280192fa035,WP_034767800,WP_034767800,C041,41,240,Ces19_14,Caldibacillus thermoamylovorans,36,3.40.50.1820
m0435,e5a559b306f8a40b94d6844216b41307,WP_041846030,WP_041846030,C042,42,256,Est11_32,Caldibacillus thermoamylovorans,37,3.40.50.1820
m0143,4c93b29cd359ce02e9f06d853bb00619,WP_085690612,WP_085690612,C043,43,218,EstB,Pseudomonas sp. B10,38,3.40.50.1820
m0066,228edba5269227f472a446139a646369,WP_108898647,WP_108898647,C044,44,249,Ces39_5,Caldibacillus thermoamylovorans,39,3.40.50.1820
m0016,085add734f10d1917f9638347ab618d2,WP_132259156.1,WP_132259156.1,C045,45,380,PhaZ7,Paucimonas lemoignei,34,3.40.50.1820
m0325,b007b8710e413f8bd4c4e937274b9f60,,,C046,46,299,GuaPA,,,
