node_a,node_b,pct_id,evalue,bits,acc_a,acc_b,component_id
v027,v057,54.8,9.650e-78,280.0,D4Q9N1,SAY37589.1,C001
v027,v058,50.0,2.030e-79,286.0,D4Q9N1,SHM40309.1,C001
v027,v059,46.4,4.520e-71,258.0,D4Q9N1,SUD16364.1,C001
v027,v060,48.5,6.760e-67,244.0,D4Q9N1,OK558824,C001
v027,v061,47.3,2.930e-70,255.0,D4Q9N1,OK558825,C001
v027,v062,63.3,8.040e-96,340.0,D4Q9N1,WAU86704.1,C001
v027,v064,66.7,2.610e-99,352.0,D4Q9N1,WOR09923,C001
v027,v065,32.3,9.740e-06,41.0,D4Q9N1,WP_013858543.1,C001
v027,v066,48.3,2.740e-76,275.0,D4Q9N1,A0A031MKR8,C001
v027,v067,36.9,1.290e-33,134.0,D4Q9N1,WP_039353427,C001
v027,v068,49.7,2.480e-77,279.0,D4Q9N1,A0A078MGG8,C001
v027,v069,54.9,1.970e-84,302.0,D4Q9N1,WP_058088494.1,C001
v027,v070,51.1,2.000e-79,286.0,D4Q9N1,WP_062195544.1,C001
v027,v071,44.7,3.830e-70,255.0,D4Q9N1,WP_068824797.1,C001
v027,v072,58.6,1.760e-99,352.0,D4Q9N1,WP_078759821.1,C001
v027,v073,50.7,8.780e-83,297.0,D4Q9N1,WP_082414832.1,C001
v027,v074,78.2,9.820e-132,460.0,D4Q9N1,WP_083947829.1,C001
v027,v075,48.4,3.960e-67,245.0,D4Q9N1,WP_085749238.1,C001
v027,v076,45.9,4.090e-72,262.0,D4Q9N1,A0A1H6AD45,C001
v027,v077,48.5,4.670e-76,275.0,D4Q9N1,WP_090538641.1,C001
v027,v078,55.4,7.850e-92,327.0,D4Q9N1,WP_093412886.1,C001
v027,v079,34.7,1.960e-31,126.0,D4Q9N1,WP_101893509.1,C001
v027,v080,79.4,7.820e-140,486.0,D4Q9N1,WP_104613137.1,C001
v027,v081,62.1,2.380e-104,369.0,D4Q9N1,WP_107095481.1,C001
v027,v082,37.9,1.370e-35,140.0,D4Q9N1,WP_111881932,C001
v027,v083,46.7,6.320e-65,238.0,D4Q9N1,WP_117215036.1,C001
v027,v086,48.4,2.890e-72,262.0,D4Q9N1,Ipet,C001
v027,v087,57.4,3.220e-90,322.0,D4Q9N1,XCO66867,C001
v027,v088,51.9,3.190e-74,268.0,D4Q9N1,XDS72785.1,C001
v027,v089,44.9,1.450e-69,253.0,D4Q9N1,ACC95208.1,C001
v028,v029,55.0,2.660e-85,305.0,DAC80635,E5BBQ2,C001
v028,v030,56.0,7.780e-83,297.0,DAC80635,E9LVH8,C001
v028,v031,56.0,4.560e-83,298.0,DAC80635,E9LVH9,C001
v028,v032,47.7,2.810e-70,255.0,DAC80635,EGD44994.1,C001
v028,v033,47.1,1.400e-69,253.0,DAC80635,G9BY57,C001
v028,v034,45.7,7.170e-66,241.0,DAC80635,GBD22443,C001
v028,v036,45.8,9.070e-61,224.0,DAC80635,R4YKL9_OLEAN,C001
v028,v040,30.0,1.320e-19,87.0,DAC80635,MEC8523093.1,C001
v028,v041,39.9,1.710e-51,193.0,DAC80635,ODU60407.1,C001
v028,v042,43.5,1.950e-63,233.0,DAC80635,A0A1F4JXW8,C001
v028,v043,41.2,7.690e-52,194.0,DAC80635,P19833,C001
v028,v044,55.0,5.600e-85,304.0,DAC80635,Q47RJ6_THEFY,C001
v028,v045,55.0,3.480e-85,305.0,DAC80635,Q47RJ7_THEFY,C001
v028,v046,55.0,5.600e-85,304.0,DAC80635,Q6A0I4,C001
v028,v047,43.8,6.940e-61,224.0,DAC80635,Q8RR62,C001
v028,v051,42.4,1.770e-56,210.0,DAC80635,RLU00646.1,C001
v028,v052,58.4,2.170e-85,305.0,DAC80635,SAY37579.1,C001
v028,v053,56.5,2.030e-83,299.0,DAC80635,SAY37582.1,C001
v028,v054,57.0,3.450e-83,298.0,DAC80635,SAY37583.1,C001
v028,v055,53.3,9.980e-75,270.0,DAC80635,SAY37584.1,C001
v028,v056,54.5,6.910e-76,274.0,DAC80635,SAY37587.1,C001
v028,v057,53.3,9.980e-75,270.0,DAC80635,SAY37589.1,C001
v028,v058,47.8,2.910e-67,245.0,DAC80635,SHM40309.1,C001
v028,v059,37.1,6.960e-53,198.0,DAC80635,SUD16364.1,C001
v028,v060,40.5,7.180e-58,214.0,DAC80635,OK558824,C001
v028,v061,40.1,5.150e-56,208.0,DAC80635,OK558825,C001
v028,v062,59.1,7.540e-86,307.0,DAC80635,WAU86704.1,C001
v028,v064,56.2,1.880e-81,292.0,DAC80635,WOR09923,C001
v028,v066,42.1,1.070e-61,227.0,DAC80635,A0A031MKR8,C001
v028,v067,33.6,1.910e-26,110.0,DAC80635,WP_039353427,C001
v028,v068,43.9,3.330e-63,232.0,DAC80635,A0A078MGG8,C001
v028,v069,48.6,6.590e-64,234.0,DAC80635,WP_058088494.1,C001
v028,v070,41.8,1.550e-60,223.0,DAC80635,WP_062195544.1,C001
v028,v071,37.9,1.960e-55,206.0,DAC80635,WP_068824797.1,C001
v028,v072,57.2,5.450e-90,321.0,DAC80635,WP_078759821.1,C001
v028,v073,47.5,5.480e-74,268.0,DAC80635,WP_082414832.1,C001
v028,v074,51.8,4.180e-82,295.0,DAC80635,WP_083947829.1,C001
v028,v075,40.4,4.280e-55,205.0,DAC80635,WP_085749238.1,C001
v028,v076,41.6,4.500e-60,221.0,DAC80635,A0A1H6AD45,C001
v028,v077,40.3,2.090e-57,213.0,DAC80635,WP_090538641.1,C001
v028,v078,50.9,8.720e-80,287.0,DAC80635,WP_093412886.1,C001
v028,v080,55.0,1.630e-84,303.0,DAC80635,WP_104613137.1,C001
v028,v081,56.3,4.610e-89,318.0,DAC80635,WP_107095481.1,C001
v028,v082,35.0,1.280e-30,124.0,DAC80635,WP_111881932,C001
v028,v083,41.1,6.720e-56,208.0,DAC80635,WP_117215036.1,C001
v028,v086,40.5,3.920e-53,198.0,DAC80635,Ipet,C001
v028,v087,67.2,8.110e-102,360.0,DAC80635,XCO66867,C001
v028,v088,40.4,9.640e-55,204.0,DAC80635,XDS72785.1,C001
v028,v089,42.0,1.360e-56,210.0,DAC80635,ACC95208.1,C001
v029,v030,94.3,8.440e-146,506.0,E5BBQ2,E9LVH8,C001
v029,v031,97.3,5.650e-150,520.0,E5BBQ2,E9LVH9,C001
v029,v032,49.0,3.100e-80,289.0,E5BBQ2,EGD44994.1,C001
v029,v033,57.5,1.690e-86,309.0,E5BBQ2,G9BY57,C001
v029,v034,56.7,2.890e-86,309.0,E5BBQ2,GBD22443,C001
v029,v036,47.7,8.360e-68,247.0,E5BBQ2,R4YKL9_OLEAN,C001
v029,v041,43.9,4.990e-65,238.0,E5BBQ2,ODU60407.1,C001
v029,v042,50.2,3.260e-75,272.0,E5BBQ2,A0A1F4JXW8,C001
v029,v043,40.5,1.420e-54,203.0,E5BBQ2,P19833,C001
v029,v044,95.0,7.630e-167,576.0,E5BBQ2,Q47RJ6_THEFY,C001
v029,v045,96.6,3.740e-180,621.0,E5BBQ2,Q47RJ7_THEFY,C001
v029,v046,95.0,7.630e-167,576.0,E5BBQ2,Q6A0I4,C001
v029,v047,47.9,1.140e-69,253.0,E5BBQ2,Q8RR62,C001
v029,v050,33.5,1.170e-33,134.0,E5BBQ2,RLT92980.1,C001
v029,v051,49.5,3.900e-73,265.0,E5BBQ2,RLU00646.1,C001
v029,v052,68.4,1.040e-103,366.0,E5BBQ2,SAY37579.1,C001
v029,v053,68.3,5.140e-103,364.0,E5BBQ2,SAY37582.1,C001
v029,v054,64.9,2.230e-98,349.0,E5BBQ2,SAY37583.1,C001
v029,v055,55.1,2.810e-77,278.0,E5BBQ2,SAY37584.1,C001
v029,v056,55.5,5.660e-78,281.0,E5BBQ2,SAY37587.1,C001
v029,v057,55.9,2.540e-78,282.0,E5BBQ2,SAY37589.1,C001
v029,v058,51.5,3.160e-80,289.0,E5BBQ2,SHM40309.1,C001
v029,v059,46.2,2.670e-71,259.0,E5BBQ2,SUD16364.1,C001
v029,v060,47.4,3.580e-66,242.0,E5BBQ2,OK558824,C001
v029,v061,47.0,1.320e-65,240.0,E5BBQ2,OK558825,C001
v029,v062,63.5,2.500e-97,345.0,E5BBQ2,WAU86704.1,C001
v029,v063,30.1,2.320e-24,103.0,E5BBQ2,Ipet,C001
v029,v064,65.5,3.770e-98,348.0,E5BBQ2,WOR09923,C001
v029,v066,46.8,1.530e-74,270.0,E5BBQ2,A0A031MKR8,C001
v029,v067,35.2,8.410e-31,124.0,E5BBQ2,WP_039353427,C001
v029,v068,49.3,5.090e-78,281.0,E5BBQ2,A0A078MGG8,C001
v029,v069,56.8,7.730e-89,317.0,E5BBQ2,WP_058088494.1,C001
v029,v070,48.6,5.440e-77,278.0,E5BBQ2,WP_062195544.1,C001
v029,v071,44.4,5.550e-69,251.0,E5BBQ2,WP_068824797.1,C001
v029,v072,60.1,3.050e-102,362.0,E5BBQ2,WP_078759821.1,C001
v029,v073,50.7,1.290e-81,293.0,E5BBQ2,WP_082414832.1,C001
v029,v074,76.1,2.120e-126,442.0,E5BBQ2,WP_083947829.1,C001
v029,v075,48.9,1.160e-68,250.0,E5BBQ2,WP_085749238.1,C001
v029,v076,49.3,2.460e-72,262.0,E5BBQ2,A0A1H6AD45,C001
v029,v077,46.2,4.490e-74,268.0,E5BBQ2,WP_090538641.1,C001
v029,v078,58.0,3.400e-95,338.0,E5BBQ2,WP_093412886.1,C001
v029,v079,35.2,7.970e-33,131.0,E5BBQ2,WP_101893509.1,C001
v029,v080,97.3,1.940e-170,588.0,E5BBQ2,WP_104613137.1,C001
v029,v081,59.5,5.190e-102,361.0,E5BBQ2,WP_107095481.1,C001
v029,v082,34.4,1.430e-30,124.0,E5BBQ2,WP_111881932,C001
v029,v083,46.8,2.770e-66,242.0,E5BBQ2,WP_117215036.1,C001
v029,v086,48.4,2.450e-71,259.0,E5BBQ2,Ipet,C001
v029,v087,55.8,3.330e-87,312.0,E5BBQ2,XCO66867,C001
v029,v088,47.7,4.160e-74,268.0,E5BBQ2,XDS72785.1,C001
v029,v089,45.4,2.420e-70,256.0,E5BBQ2,ACC95208.1,C001
v030,v031,93.1,2.080e-144,502.0,E9LVH8,E9LVH9,C001
v030,v032,51.0,4.130e-76,275.0,E9LVH8,EGD44994.1,C001
v030,v033,60.1,4.400e-86,308.0,E9LVH8,G9BY57,C001
v030,v034,60.1,1.670e-85,306.0,E9LVH8,GBD22443,C001
v030,v036,48.9,1.090e-68,250.0,E9LVH8,R4YKL9_OLEAN,C001
v030,v040,30.5,6.260e-24,101.0,E9LVH8,MEC8523093.1,C001
v030,v041,48.7,2.680e-67,245.0,E9LVH8,ODU60407.1,C001
v030,v042,51.9,5.770e-78,281.0,E9LVH8,A0A1F4JXW8,C001
v030,v043,44.2,2.610e-54,202.0,E9LVH8,P19833,C001
v030,v044,100.0,1.880e-153,532.0,E9LVH8,Q47RJ6_THEFY,C001
v030,v045,93.1,7.900e-144,500.0,E9LVH8,Q47RJ7_THEFY,C001
v030,v046,100.0,1.880e-153,532.0,E9LVH8,Q6A0I4,C001
v030,v047,52.4,2.870e-69,252.0,E9LVH8,Q8RR62,C001
v030,v050,33.7,3.910e-34,135.0,E9LVH8,RLT92980.1,C001
v030,v051,53.0,8.620e-74,267.0,E9LVH8,RLU00646.1,C001
v030,v052,67.8,2.310e-103,365.0,E9LVH8,SAY37579.1,C001
v030,v053,68.4,1.770e-103,366.0,E9LVH8,SAY37582.1,C001
v030,v054,64.8,2.630e-99,352.0,E9LVH8,SAY37583.1,C001
v030,v055,54.9,5.120e-79,284.0,E9LVH8,SAY37584.1,C001
v030,v056,54.9,1.760e-79,286.0,E9LVH8,SAY37587.1,C001
v030,v057,55.7,6.040e-80,287.0,E9LVH8,SAY37589.1,C001
v030,v058,54.0,2.190e-77,279.0,E9LVH8,SHM40309.1,C001
v030,v059,49.1,3.750e-69,252.0,E9LVH8,SUD16364.1,C001
v030,v060,47.8,1.210e-67,247.0,E9LVH8,OK558824,C001
v030,v061,46.6,8.640e-66,240.0,E9LVH8,OK558825,C001
v030,v062,63.6,1.610e-96,342.0,E9LVH8,WAU86704.1,C001
v030,v063,31.1,5.660e-25,105.0,E9LVH8,Ipet,C001
v030,v064,65.9,4.450e-99,351.0,E9LVH8,WOR09923,C001
v030,v066,50.2,1.630e-72,263.0,E9LVH8,A0A031MKR8,C001
v030,v067,35.2,1.390e-31,127.0,E9LVH8,WP_039353427,C001
v030,v068,52.0,5.400e-76,274.0,E9LVH8,A0A078MGG8,C001
v030,v069,60.8,2.110e-88,315.0,E9LVH8,WP_058088494.1,C001
v030,v070,49.1,1.920e-73,266.0,E9LVH8,WP_062195544.1,C001
v030,v071,47.5,2.430e-68,249.0,E9LVH8,WP_068824797.1,C001
v030,v072,61.1,3.970e-95,338.0,E9LVH8,WP_078759821.1,C001
v030,v073,53.4,6.810e-79,284.0,E9LVH8,WP_082414832.1,C001
v030,v074,79.7,2.640e-123,431.0,E9LVH8,WP_083947829.1,C001
v030,v075,49.8,1.420e-66,243.0,E9LVH8,WP_085749238.1,C001
v030,v076,49.8,3.620e-72,262.0,E9LVH8,A0A1H6AD45,C001
v030,v077,50.7,1.920e-73,266.0,E9LVH8,WP_090538641.1,C001
v030,v078,60.2,3.480e-91,325.0,E9LVH8,WP_093412886.1,C001
v030,v079,34.0,8.160e-32,127.0,E9LVH8,WP_101893509.1,C001
v030,v080,97.3,5.650e-150,520.0,E9LVH8,WP_104613137.1,C001
v030,v081,64.0,2.660e-99,352.0,E9LVH8,WP_107095481.1,C001
v030,v082,34.2,1.390e-31,127.0,E9LVH8,WP_111881932,C001
v030,v083,48.7,5.240e-63,231.0,E9LVH8,WP_117215036.1,C001
v030,v086,49.8,1.520e-70,256.0,E9LVH8,Ipet,C001
v030,v087,59.5,1.510e-86,309.0,E9LVH8,XCO66867,C001
v030,v088,50.6,7.290e-73,264.0,E9LVH8,XDS72785.1,C001
v030,v089,49.4,8.920e-71,257.0,E9LVH8,ACC95208.1,C001
v031,v032,50.2,7.790e-75,270.0,E9LVH9,EGD44994.1,C001
v031,v033,58.8,1.420e-84,303.0,E9LVH9,G9BY57,C001
v031,v034,58.8,9.180e-84,300.0,E9LVH9,GBD22443,C001
v031,v036,47.7,7.070e-68,247.0,E9LVH9,R4YKL9_OLEAN,C001
v031,v040,31.1,1.820e-23,100.0,E9LVH9,MEC8523093.1,C001
v031,v041,47.2,7.310e-65,237.0,E9LVH9,ODU60407.1,C001
v031,v042,50.4,1.200e-75,273.0,E9LVH9,A0A1F4JXW8,C001
v031,v043,44.1,2.000e-54,203.0,E9LVH9,P19833,C001
v031,v044,93.1,7.900e-144,500.0,E9LVH9,Q47RJ6_THEFY,C001
v031,v045,100.0,2.220e-154,535.0,E9LVH9,Q47RJ7_THEFY,C001
v031,v046,93.1,7.900e-144,500.0,E9LVH9,Q6A0I4,C001
v031,v047,50.8,5.410e-68,248.0,E9LVH9,Q8RR62,C001
v031,v050,34.3,7.880e-35,138.0,E9LVH9,RLT92980.1,C001
v031,v051,51.9,4.280e-73,265.0,E9LVH9,RLU00646.1,C001
v031,v052,67.0,1.650e-101,359.0,E9LVH9,SAY37579.1,C001
v031,v053,66.9,2.160e-101,359.0,E9LVH9,SAY37582.1,C001
v031,v054,64.0,1.440e-97,346.0,E9LVH9,SAY37583.1,C001
v031,v055,54.3,7.390e-78,280.0,E9LVH9,SAY37584.1,C001
v031,v056,54.7,1.940e-78,282.0,E9LVH9,SAY37587.1,C001
v031,v057,55.1,8.730e-79,283.0,E9LVH9,SAY37589.1,C001
v031,v058,53.6,3.160e-76,275.0,E9LVH9,SHM40309.1,C001
v031,v059,48.3,4.890e-69,251.0,E9LVH9,SUD16364.1,C001
v031,v060,47.4,1.740e-66,243.0,E9LVH9,OK558824,C001
v031,v061,46.6,1.920e-65,239.0,E9LVH9,OK558825,C001
v031,v062,62.8,2.330e-95,339.0,E9LVH9,WAU86704.1,C001
v031,v064,64.7,2.700e-96,342.0,E9LVH9,WOR09923,C001
v031,v066,50.2,1.130e-73,267.0,E9LVH9,A0A031MKR8,C001
v031,v067,35.7,1.070e-31,127.0,E9LVH9,WP_039353427,C001
v031,v068,51.7,1.090e-76,277.0,E9LVH9,A0A078MGG8,C001
v031,v069,61.2,1.160e-86,310.0,E9LVH9,WP_058088494.1,C001
v031,v070,48.7,1.240e-72,263.0,E9LVH9,WP_062195544.1,C001
v031,v071,46.8,3.170e-68,248.0,E9LVH9,WP_068824797.1,C001
v031,v072,61.5,3.040e-95,338.0,E9LVH9,WP_078759821.1,C001
v031,v073,53.1,8.900e-79,283.0,E9LVH9,WP_082414832.1,C001
v031,v074,79.7,1.000e-122,429.0,E9LVH9,WP_083947829.1,C001
v031,v075,49.0,2.130e-64,236.0,E9LVH9,WP_085749238.1,C001
v031,v076,49.4,4.280e-73,265.0,E9LVH9,A0A1H6AD45,C001
v031,v077,50.0,1.470e-73,266.0,E9LVH9,WP_090538641.1,C001
v031,v078,59.8,2.950e-90,322.0,E9LVH9,WP_093412886.1,C001
v031,v079,36.0,5.110e-34,135.0,E9LVH9,WP_101893509.1,C001
v031,v080,94.3,1.100e-145,506.0,E9LVH9,WP_104613137.1,C001
v031,v081,62.8,9.460e-97,343.0,E9LVH9,WP_107095481.1,C001
v031,v082,35.2,2.800e-32,129.0,E9LVH9,WP_111881932,C001
v031,v083,47.1,1.090e-60,223.0,E9LVH9,WP_117215036.1,C001
v031,v086,49.8,1.050e-71,260.0,E9LVH9,Ipet,C001
v031,v087,59.1,2.190e-85,305.0,E9LVH9,XCO66867,C001
v031,v088,50.9,2.510e-73,265.0,E9LVH9,XDS72785.1,C001
v031,v089,48.7,3.390e-70,255.0,E9LVH9,ACC95208.1,C001
v032,v033,51.1,2.450e-77,279.0,EGD44994.1,G9BY57,C001
v032,v034,49.8,5.110e-75,271.0,EGD44994.1,GBD22443,C001
v032,v036,41.3,9.710e-58,214.0,EGD44994.1,R4YKL9_OLEAN,C001
v032,v041,38.4,1.900e-53,200.0,EGD44994.1,ODU60407.1,C001
v032,v042,45.0,5.320e-64,235.0,EGD44994.1,A0A1F4JXW8,C001
v032,v043,37.6,7.220e-45,171.0,EGD44994.1,P19833,C001
v032,v044,49.7,2.150e-81,292.0,EGD44994.1,Q47RJ6_THEFY,C001
v032,v045,49.3,3.100e-80,289.0,EGD44994.1,Q47RJ7_THEFY,C001
v032,v046,49.7,2.150e-81,292.0,EGD44994.1,Q6A0I4,C001
v032,v047,42.1,7.950e-60,221.0,EGD44994.1,Q8RR62,C001
v032,v051,44.6,2.020e-63,233.0,EGD44994.1,RLU00646.1,C001
v032,v052,54.4,6.760e-79,284.0,EGD44994.1,SAY37579.1,C001
v032,v053,52.1,2.840e-77,278.0,EGD44994.1,SAY37582.1,C001
v032,v054,52.1,3.570e-80,288.0,EGD44994.1,SAY37583.1,C001
v032,v055,46.7,4.060e-68,248.0,EGD44994.1,SAY37584.1,C001
v032,v056,46.7,2.380e-68,249.0,EGD44994.1,SAY37587.1,C001
v032,v057,47.1,4.800e-69,251.0,EGD44994.1,SAY37589.1,C001
v032,v058,43.9,1.070e-64,237.0,EGD44994.1,SHM40309.1,C001
v032,v059,39.9,3.170e-56,209.0,EGD44994.1,SUD16364.1,C001
v032,v060,44.0,5.540e-59,218.0,EGD44994.1,OK558824,C001
v032,v061,43.3,8.870e-62,227.0,EGD44994.1,OK558825,C001
v032,v062,54.4,1.920e-81,292.0,EGD44994.1,WAU86704.1,C001
v032,v064,58.0,1.100e-85,307.0,EGD44994.1,WOR09923,C001
v032,v066,44.0,4.350e-66,242.0,EGD44994.1,A0A031MKR8,C001
v032,v067,33.7,5.540e-37,145.0,EGD44994.1,WP_039353427,C001
v032,v068,45.5,4.350e-66,242.0,EGD44994.1,A0A078MGG8,C001
v032,v069,44.7,5.390e-66,241.0,EGD44994.1,WP_058088494.1,C001
v032,v070,45.3,1.700e-70,256.0,EGD44994.1,WP_062195544.1,C001
v032,v071,42.7,1.510e-58,216.0,EGD44994.1,WP_068824797.1,C001
v032,v072,54.5,2.620e-87,312.0,EGD44994.1,WP_078759821.1,C001
v032,v073,50.9,5.670e-74,268.0,EGD44994.1,WP_082414832.1,C001
v032,v074,53.1,1.540e-84,303.0,EGD44994.1,WP_083947829.1,C001
v032,v075,41.0,8.930e-53,197.0,EGD44994.1,WP_085749238.1,C001
v032,v076,47.7,1.000e-62,230.0,EGD44994.1,A0A1H6AD45,C001
v032,v077,45.5,7.670e-66,241.0,EGD44994.1,WP_090538641.1,C001
v032,v078,48.4,1.820e-72,263.0,EGD44994.1,WP_093412886.1,C001
v032,v080,49.0,2.380e-80,289.0,EGD44994.1,WP_104613137.1,C001
v032,v081,51.7,3.500e-82,295.0,EGD44994.1,WP_107095481.1,C001
v032,v082,34.0,1.610e-36,143.0,EGD44994.1,WP_111881932,C001
v032,v083,43.6,9.390e-61,224.0,EGD44994.1,WP_117215036.1,C001
v032,v086,44.5,4.330e-60,221.0,EGD44994.1,Ipet,C001
v032,v087,51.6,7.440e-79,284.0,EGD44994.1,XCO66867,C001
v032,v088,44.3,4.170e-66,242.0,EGD44994.1,XDS72785.1,C001
v032,v089,42.8,3.450e-63,232.0,EGD44994.1,ACC95208.1,C001
v033,v034,92.2,3.690e-158,547.0,G9BY57,GBD22443,C001
v033,v036,42.9,5.480e-61,225.0,G9BY57,R4YKL9_OLEAN,C001
v033,v041,44.4,3.800e-62,228.0,G9BY57,ODU60407.1,C001
v033,v042,45.5,9.970e-71,257.0,G9BY57,A0A1F4JXW8,C001
v033,v043,43.4,2.310e-51,193.0,G9BY57,P19833,C001
v033,v044,58.2,8.980e-88,314.0,G9BY57,Q47RJ6_THEFY,C001
v033,v045,57.1,2.890e-86,309.0,G9BY57,Q47RJ7_THEFY,C001
v033,v046,58.2,8.980e-88,314.0,G9BY57,Q6A0I4,C001
v033,v047,49.5,3.550e-68,248.0,G9BY57,Q8RR62,C001
v033,v050,32.1,6.850e-34,134.0,G9BY57,RLT92980.1,C001
v033,v051,46.4,1.350e-67,247.0,G9BY57,RLU00646.1,C001
v033,v052,59.0,3.240e-81,292.0,G9BY57,SAY37579.1,C001
v033,v053,56.9,4.520e-83,298.0,G9BY57,SAY37582.1,C001
v033,v054,55.4,1.500e-78,283.0,G9BY57,SAY37583.1,C001
v033,v055,47.1,1.030e-59,220.0,G9BY57,SAY37584.1,C001
v033,v056,48.0,1.600e-60,223.0,G9BY57,SAY37587.1,C001
v033,v057,47.5,2.080e-60,223.0,G9BY57,SAY37589.1,C001
v033,v058,49.6,7.900e-68,247.0,G9BY57,SHM40309.1,C001
v033,v059,45.3,5.120e-67,245.0,G9BY57,SUD16364.1,C001
v033,v060,48.5,7.650e-63,231.0,G9BY57,OK558824,C001
v033,v061,46.9,7.650e-63,231.0,G9BY57,OK558825,C001
v033,v062,59.0,2.870e-85,305.0,G9BY57,WAU86704.1,C001
v033,v064,60.9,2.710e-80,289.0,G9BY57,WOR09923,C001
v033,v066,47.8,1.440e-69,253.0,G9BY57,A0A031MKR8,C001
v033,v067,36.0,1.400e-40,157.0,G9BY57,WP_039353427,C001
v033,v068,48.0,2.220e-70,256.0,G9BY57,A0A078MGG8,C001
v033,v069,51.2,3.730e-75,272.0,G9BY57,WP_058088494.1,C001
v033,v070,51.3,1.640e-73,266.0,G9BY57,WP_062195544.1,C001
v033,v071,46.2,2.540e-66,242.0,G9BY57,WP_068824797.1,C001
v033,v072,54.5,1.020e-81,294.0,G9BY57,WP_078759821.1,C001
v033,v073,49.4,8.440e-70,254.0,G9BY57,WP_082414832.1,C001
v033,v074,56.4,3.420e-84,302.0,G9BY57,WP_083947829.1,C001
v033,v075,43.0,1.420e-58,216.0,G9BY57,WP_085749238.1,C001
v033,v076,47.0,7.150e-69,251.0,G9BY57,A0A1H6AD45,C001
v033,v077,46.4,1.760e-67,246.0,G9BY57,WP_090538641.1,C001
v033,v078,50.7,1.340e-75,273.0,G9BY57,WP_093412886.1,C001
v033,v079,31.9,3.350e-31,126.0,G9BY57,WP_101893509.1,C001
v033,v080,57.5,1.300e-86,310.0,G9BY57,WP_104613137.1,C001
v033,v081,53.6,1.580e-84,303.0,G9BY57,WP_107095481.1,C001
v033,v082,40.2,3.570e-44,169.0,G9BY57,WP_111881932,C001
v033,v083,47.5,9.360e-61,224.0,G9BY57,WP_117215036.1,C001
v033,v086,45.6,7.620e-65,237.0,G9BY57,Ipet,C001
v033,v087,51.4,6.960e-77,277.0,G9BY57,XCO66867,C001
v033,v088,45.3,2.700e-65,239.0,G9BY57,XDS72785.1,C001
v033,v089,43.6,5.210e-62,228.0,G9BY57,ACC95208.1,C001
v034,v036,41.6,1.490e-58,216.0,GBD22443,R4YKL9_OLEAN,C001
v034,v041,43.5,1.950e-58,216.0,GBD22443,ODU60407.1,C001
v034,v042,46.0,2.300e-67,246.0,GBD22443,A0A1F4JXW8,C001
v034,v043,42.1,5.320e-48,181.0,GBD22443,P19833,C001
v034,v044,57.4,1.170e-87,313.0,GBD22443,Q47RJ6_THEFY,C001
v034,v045,56.4,3.770e-86,308.0,GBD22443,Q47RJ7_THEFY,C001
v034,v046,57.4,1.170e-87,313.0,GBD22443,Q6A0I4,C001
v034,v047,47.1,3.440e-63,232.0,GBD22443,Q8RR62,C001
v034,v050,34.8,6.850e-34,134.0,GBD22443,RLT92980.1,C001
v034,v051,46.8,1.650e-65,240.0,GBD22443,RLU00646.1,C001
v034,v052,59.0,9.000e-80,287.0,GBD22443,SAY37579.1,C001
v034,v053,56.1,7.220e-81,290.0,GBD22443,SAY37582.1,C001
v034,v054,53.1,1.550e-75,273.0,GBD22443,SAY37583.1,C001
v034,v055,42.6,1.000e-54,204.0,GBD22443,SAY37584.1,C001
v034,v056,43.3,1.550e-55,206.0,GBD22443,SAY37587.1,C001
v034,v057,43.3,5.310e-56,208.0,GBD22443,SAY37589.1,C001
v034,v058,48.5,2.810e-65,239.0,GBD22443,SHM40309.1,C001
v034,v059,44.9,3.110e-64,235.0,GBD22443,SUD16364.1,C001
v034,v060,42.8,1.350e-59,220.0,GBD22443,OK558824,C001
v034,v061,42.8,1.030e-59,220.0,GBD22443,OK558825,C001
v034,v062,56.7,8.630e-82,294.0,GBD22443,WAU86704.1,C001
v034,v064,59.7,7.390e-78,280.0,GBD22443,WOR09923,C001
v034,v066,45.2,4.790e-65,238.0,GBD22443,A0A031MKR8,C001
v034,v067,37.2,6.970e-40,154.0,GBD22443,WP_039353427,C001
v034,v068,46.0,5.660e-66,241.0,GBD22443,A0A078MGG8,C001
v034,v069,51.9,3.150e-74,268.0,GBD22443,WP_058088494.1,C001
v034,v070,50.5,2.450e-69,252.0,GBD22443,WP_062195544.1,C001
v034,v071,45.8,5.300e-64,235.0,GBD22443,WP_068824797.1,C001
v034,v072,52.2,5.460e-77,278.0,GBD22443,WP_078759821.1,C001
v034,v073,48.2,3.550e-68,248.0,GBD22443,WP_082414832.1,C001
v034,v074,55.3,2.080e-81,292.0,GBD22443,WP_083947829.1,C001
v034,v075,40.9,9.540e-55,204.0,GBD22443,WP_085749238.1,C001
v034,v076,45.5,7.400e-66,241.0,GBD22443,A0A1H6AD45,C001
v034,v077,44.9,4.060e-64,235.0,GBD22443,WP_090538641.1,C001
v034,v078,49.7,4.780e-73,265.0,GBD22443,WP_093412886.1,C001
v034,v079,32.7,1.270e-30,124.0,GBD22443,WP_101893509.1,C001
v034,v080,56.7,2.210e-86,309.0,GBD22443,WP_104613137.1,C001
v034,v081,53.4,4.320e-82,295.0,GBD22443,WP_107095481.1,C001
v034,v082,39.4,4.370e-42,162.0,GBD22443,WP_111881932,C001
v034,v083,43.8,4.500e-55,205.0,GBD22443,WP_117215036.1,C001
